Temperature - (Celsius), Year, Statistics, Country, ISO3
31.6545, 2015, Jun Average, Senegal, SEN
29.7511, 2015, Jul Average, Senegal, SEN
28.4823, 2015, Aug Average, Senegal, SEN
29.5508, 2015, Sep Average, Senegal, SEN
29.378, 2015, Oct Average, Senegal, SEN
28.4513, 2015, Nov Average, Senegal, SEN
25.0299, 2015, Dec Average, Senegal, SEN
26.7347, 2016, Jan Average, Senegal, SEN
27.0431, 2016, Feb Average, Senegal, SEN
29.2176, 2016, Mar Average, Senegal, SEN
31.5744, 2016, Apr Average, Senegal, SEN
31.9538, 2016, May Average, Senegal, SEN
30.9003, 2016, Jun Average, Senegal, SEN
28.8755, 2016, Jul Average, Senegal, SEN
28.4343, 2016, Aug Average, Senegal, SEN
28.3217, 2016, Sep Average, Senegal, SEN
30.2241, 2016, Oct Average, Senegal, SEN
28.7502, 2016, Nov Average, Senegal, SEN
26.4317, 2016, Dec Average, Senegal, SEN
27.3482, 1991, Jan Average, Seychelles, SYC
28.0316, 1991, Feb Average, Seychelles, SYC
28.2316, 1991, Mar Average, Seychelles, SYC
28.5783, 1991, Apr Average, Seychelles, SYC
27.8417, 1991, May Average, Seychelles, SYC
26.539, 1991, Jun Average, Seychelles, SYC
25.6073, 1991, Jul Average, Seychelles, SYC
25.7757, 1991, Aug Average, Seychelles, SYC
26.744, 1991, Sep Average, Seychelles, SYC
27.3417, 1991, Oct Average, Seychelles, SYC
27.3532, 1991, Nov Average, Seychelles, SYC
27.2582, 1991, Dec Average, Seychelles, SYC
27.1799, 1992, Jan Average, Seychelles, SYC
27.9899, 1992, Feb Average, Seychelles, SYC
28.1532, 1992, Mar Average, Seychelles, SYC
28.0532, 1992, Apr Average, Seychelles, SYC
27.5683, 1992, May Average, Seychelles, SYC
26.7023, 1992, Jun Average, Seychelles, SYC
25.5807, 1992, Jul Average, Seychelles, SYC
25.3706, 1992, Aug Average, Seychelles, SYC
25.9656, 1992, Sep Average, Seychelles, SYC
26.705, 1992, Oct Average, Seychelles, SYC
27.0165, 1992, Nov Average, Seychelles, SYC
27.2266, 1992, Dec Average, Seychelles, SYC
27.2115, 1993, Jan Average, Seychelles, SYC
27.4165, 1993, Feb Average, Seychelles, SYC
27.6266, 1993, Mar Average, Seychelles, SYC
27.9582, 1993, Apr Average, Seychelles, SYC
28.105, 1993, May Average, Seychelles, SYC
26.7023, 1993, Jun Average, Seychelles, SYC
25.3073, 1993, Jul Average, Seychelles, SYC
25.6757, 1993, Aug Average, Seychelles, SYC
26.0757, 1993, Sep Average, Seychelles, SYC
26.8417, 1993, Oct Average, Seychelles, SYC
27.4582, 1993, Nov Average, Seychelles, SYC
27.7266, 1993, Dec Average, Seychelles, SYC
27.6532, 1994, Jan Average, Seychelles, SYC
27.6482, 1994, Feb Average, Seychelles, SYC
28.3216, 1994, Mar Average, Seychelles, SYC
28.4266, 1994, Apr Average, Seychelles, SYC
28.1733, 1994, May Average, Seychelles, SYC
26.6783, 1994, Jun Average, Seychelles, SYC
25.6857, 1994, Jul Average, Seychelles, SYC
26.2706, 1994, Aug Average, Seychelles, SYC
26.6706, 1994, Sep Average, Seychelles, SYC
27.205, 1994, Oct Average, Seychelles, SYC
27.3949, 1994, Nov Average, Seychelles, SYC
27.4582, 1994, Dec Average, Seychelles, SYC
27.6242, 1995, Jan Average, Seychelles, SYC
27.9822, 1995, Feb Average, Seychelles, SYC
28.505, 1995, Mar Average, Seychelles, SYC
28.5366, 1995, Apr Average, Seychelles, SYC
27.805, 1995, May Average, Seychelles, SYC
26.649, 1995, Jun Average, Seychelles, SYC
26.2706, 1995, Jul Average, Seychelles, SYC
26.0783, 1995, Aug Average, Seychelles, SYC
26.539, 1995, Sep Average, Seychelles, SYC
27.1417, 1995, Oct Average, Seychelles, SYC
27.1949, 1995, Nov Average, Seychelles, SYC
27.4772, 1995, Dec Average, Seychelles, SYC
27.4165, 1996, Jan Average, Seychelles, SYC
27.6899, 1996, Feb Average, Seychelles, SYC
28.3316, 1996, Mar Average, Seychelles, SYC
28.3417, 1996, Apr Average, Seychelles, SYC
27.5, 1996, May Average, Seychelles, SYC
26.1973, 1996, Jun Average, Seychelles, SYC
25.2339, 1996, Jul Average, Seychelles, SYC
25.334, 1996, Aug Average, Seychelles, SYC
26.1417, 1996, Sep Average, Seychelles, SYC
26.5656, 1996, Oct Average, Seychelles, SYC
27.1822, 1996, Nov Average, Seychelles, SYC
27.6266, 1996, Dec Average, Seychelles, SYC
27.6532, 1997, Jan Average, Seychelles, SYC
27.6556, 1997, Feb Average, Seychelles, SYC
28.2899, 1997, Mar Average, Seychelles, SYC
28.1899, 1997, Apr Average, Seychelles, SYC
28.01, 1997, May Average, Seychelles, SYC
26.8629, 1997, Jun Average, Seychelles, SYC
26.178, 1997, Jul Average, Seychelles, SYC
26.2807, 1997, Aug Average, Seychelles, SYC
26.839, 1997, Sep Average, Seychelles, SYC
27.3467, 1997, Oct Average, Seychelles, SYC
28.2582, 1997, Nov Average, Seychelles, SYC
28.3633, 1997, Dec Average, Seychelles, SYC
28.2949, 1998, Jan Average, Seychelles, SYC
28.8633, 1998, Feb Average, Seychelles, SYC
28.9949, 1998, Mar Average, Seychelles, SYC
29.3656, 1998, Apr Average, Seychelles, SYC
28.3683, 1998, May Average, Seychelles, SYC
27.439, 1998, Jun Average, Seychelles, SYC
26.0706, 1998, Jul Average, Seychelles, SYC
26.3073, 1998, Aug Average, Seychelles, SYC
26.634, 1998, Sep Average, Seychelles, SYC
27.21, 1998, Oct Average, Seychelles, SYC
27.5293, 1998, Nov Average, Seychelles, SYC
27.2216, 1998, Dec Average, Seychelles, SYC
27.1065, 1999, Jan Average, Seychelles, SYC
27.7165, 1999, Feb Average, Seychelles, SYC
28.4026, 1999, Mar Average, Seychelles, SYC
28.2316, 1999, Apr Average, Seychelles, SYC
27.4949, 1999, May Average, Seychelles, SYC
26.2973, 1999, Jun Average, Seychelles, SYC
25.844, 1999, Jul Average, Seychelles, SYC
26.0807, 1999, Aug Average, Seychelles, SYC
26.5706, 1999, Sep Average, Seychelles, SYC
26.605, 1999, Oct Average, Seychelles, SYC
27.3216, 1999, Nov Average, Seychelles, SYC
27.6266, 1999, Dec Average, Seychelles, SYC
27.7216, 2000, Jan Average, Seychelles, SYC
27.4532, 2000, Feb Average, Seychelles, SYC
27.5799, 2000, Mar Average, Seychelles, SYC
28.3656, 2000, Apr Average, Seychelles, SYC
27.8366, 2000, May Average, Seychelles, SYC
26.134, 2000, Jun Average, Seychelles, SYC
25.744, 2000, Jul Average, Seychelles, SYC
25.9073, 2000, Aug Average, Seychelles, SYC
26.2417, 2000, Sep Average, Seychelles, SYC
27.0417, 2000, Oct Average, Seychelles, SYC
27.4216, 2000, Nov Average, Seychelles, SYC
27.6582, 2000, Dec Average, Seychelles, SYC
27.4165, 2001, Jan Average, Seychelles, SYC
27.5432, 2001, Feb Average, Seychelles, SYC
28.1849, 2001, Mar Average, Seychelles, SYC
28.6, 2001, Apr Average, Seychelles, SYC
27.5532, 2001, May Average, Seychelles, SYC
26.7656, 2001, Jun Average, Seychelles, SYC
25.9023, 2001, Jul Average, Seychelles, SYC
26.244, 2001, Aug Average, Seychelles, SYC
26.8757, 2001, Sep Average, Seychelles, SYC
27.1023, 2001, Oct Average, Seychelles, SYC
27.7366, 2001, Nov Average, Seychelles, SYC
27.8849, 2001, Dec Average, Seychelles, SYC
27.4432, 2002, Jan Average, Seychelles, SYC
27.8316, 2002, Feb Average, Seychelles, SYC
28.3316, 2002, Mar Average, Seychelles, SYC
28.605, 2002, Apr Average, Seychelles, SYC
27.9417, 2002, May Average, Seychelles, SYC
26.539, 2002, Jun Average, Seychelles, SYC
26.0706, 2002, Jul Average, Seychelles, SYC
25.6757, 2002, Aug Average, Seychelles, SYC
26.2123, 2002, Sep Average, Seychelles, SYC
27.2417, 2002, Oct Average, Seychelles, SYC
27.7139, 2002, Nov Average, Seychelles, SYC
27.9633, 2002, Dec Average, Seychelles, SYC
27.6216, 2003, Jan Average, Seychelles, SYC
28.2733, 2003, Feb Average, Seychelles, SYC
28.8899, 2003, Mar Average, Seychelles, SYC
28.5683, 2003, Apr Average, Seychelles, SYC
28.1316, 2003, May Average, Seychelles, SYC
26.7339, 2003, Jun Average, Seychelles, SYC
25.9073, 2003, Jul Average, Seychelles, SYC
26.0757, 2003, Aug Average, Seychelles, SYC
26.5757, 2003, Sep Average, Seychelles, SYC
27.0733, 2003, Oct Average, Seychelles, SYC
27.7216, 2003, Nov Average, Seychelles, SYC
27.2139, 2003, Dec Average, Seychelles, SYC
27.6849, 2004, Jan Average, Seychelles, SYC
27.7482, 2004, Feb Average, Seychelles, SYC
28.3266, 2004, Mar Average, Seychelles, SYC
28.3973, 2004, Apr Average, Seychelles, SYC
27.7417, 2004, May Average, Seychelles, SYC
26.1807, 2004, Jun Average, Seychelles, SYC
25.534, 2004, Jul Average, Seychelles, SYC
26.0073, 2004, Aug Average, Seychelles, SYC
26.3973, 2004, Sep Average, Seychelles, SYC
27.1683, 2004, Oct Average, Seychelles, SYC
27.5633, 2004, Nov Average, Seychelles, SYC
27.4899, 2004, Dec Average, Seychelles, SYC
27.3432, 2005, Jan Average, Seychelles, SYC
28.3532, 2005, Feb Average, Seychelles, SYC
28.6582, 2005, Mar Average, Seychelles, SYC
28.8366, 2005, Apr Average, Seychelles, SYC
28.3733, 2005, May Average, Seychelles, SYC
26.6656, 2005, Jun Average, Seychelles, SYC
26.034, 2005, Jul Average, Seychelles, SYC
25.839, 2005, Aug Average, Seychelles, SYC
26.5073, 2005, Sep Average, Seychelles, SYC
27.01, 2005, Oct Average, Seychelles, SYC
27.5899, 2005, Nov Average, Seychelles, SYC
27.2532, 2005, Dec Average, Seychelles, SYC
27.2432, 2006, Jan Average, Seychelles, SYC
28.2633, 2006, Feb Average, Seychelles, SYC
28.3532, 2006, Mar Average, Seychelles, SYC
28.3733, 2006, Apr Average, Seychelles, SYC
28.3783, 2006, May Average, Seychelles, SYC
27.0757, 2006, Jun Average, Seychelles, SYC
26.0073, 2006, Jul Average, Seychelles, SYC
26.3073, 2006, Aug Average, Seychelles, SYC
26.5656, 2006, Sep Average, Seychelles, SYC
27.2366, 2006, Oct Average, Seychelles, SYC
27.6532, 2006, Nov Average, Seychelles, SYC
27.7, 2006, Dec Average, Seychelles, SYC
27.5115, 2007, Jan Average, Seychelles, SYC
28.8633, 2007, Feb Average, Seychelles, SYC
28.5582, 2007, Mar Average, Seychelles, SYC
28.6316, 2007, Apr Average, Seychelles, SYC
28.6417, 2007, May Average, Seychelles, SYC
27.344, 2007, Jun Average, Seychelles, SYC
26.1807, 2007, Jul Average, Seychelles, SYC
26.744, 2007, Aug Average, Seychelles, SYC
26.834, 2007, Sep Average, Seychelles, SYC
27.1316, 2007, Oct Average, Seychelles, SYC
27.4532, 2007, Nov Average, Seychelles, SYC
27.8482, 2007, Dec Average, Seychelles, SYC
27.7849, 2008, Jan Average, Seychelles, SYC
27.6849, 2008, Feb Average, Seychelles, SYC
28.0582, 2008, Mar Average, Seychelles, SYC
28.2266, 2008, Apr Average, Seychelles, SYC
27.91, 2008, May Average, Seychelles, SYC
26.4757, 2008, Jun Average, Seychelles, SYC
25.6757, 2008, Jul Average, Seychelles, SYC
25.9807, 2008, Aug Average, Seychelles, SYC
26.839, 2008, Sep Average, Seychelles, SYC
27.405, 2008, Oct Average, Seychelles, SYC
27.8582, 2008, Nov Average, Seychelles, SYC
27.6266, 2008, Dec Average, Seychelles, SYC
27.7115, 2009, Jan Average, Seychelles, SYC
27.9293, 2009, Feb Average, Seychelles, SYC
28.7922, 2009, Mar Average, Seychelles, SYC
28.5, 2009, Apr Average, Seychelles, SYC
28.5023, 2009, May Average, Seychelles, SYC
27.7073, 2009, Jun Average, Seychelles, SYC
26.3073, 2009, Jul Average, Seychelles, SYC
26.3757, 2009, Aug Average, Seychelles, SYC
26.8023, 2009, Sep Average, Seychelles, SYC
27.6417, 2009, Oct Average, Seychelles, SYC
28.1949, 2009, Nov Average, Seychelles, SYC
28.1899, 2009, Dec Average, Seychelles, SYC
28.1949, 2010, Jan Average, Seychelles, SYC
28.4216, 2010, Feb Average, Seychelles, SYC
28.7899, 2010, Mar Average, Seychelles, SYC
29.1266, 2010, Apr Average, Seychelles, SYC
28.61, 2010, May Average, Seychelles, SYC
27.7073, 2010, Jun Average, Seychelles, SYC
26.244, 2010, Jul Average, Seychelles, SYC
26.344, 2010, Aug Average, Seychelles, SYC
26.8706, 2010, Sep Average, Seychelles, SYC
27.3733, 2010, Oct Average, Seychelles, SYC
27.9, 2010, Nov Average, Seychelles, SYC
27.5532, 2010, Dec Average, Seychelles, SYC
27.3482, 2011, Jan Average, Seychelles, SYC
28.1582, 2011, Feb Average, Seychelles, SYC
28.2872, 2011, Mar Average, Seychelles, SYC
28.8683, 2011, Apr Average, Seychelles, SYC
28.5467, 2011, May Average, Seychelles, SYC
27.339, 2011, Jun Average, Seychelles, SYC
26.6174, 2011, Jul Average, Seychelles, SYC
26.549, 2011, Aug Average, Seychelles, SYC
27.3653, 2011, Sep Average, Seychelles, SYC
27.0266, 2011, Oct Average, Seychelles, SYC
27.9582, 2011, Nov Average, Seychelles, SYC
28.1582, 2011, Dec Average, Seychelles, SYC
27.8165, 2012, Jan Average, Seychelles, SYC
28.0822, 2012, Feb Average, Seychelles, SYC
28.3922, 2012, Mar Average, Seychelles, SYC
28.9494, 2012, Apr Average, Seychelles, SYC
28.42, 2012, May Average, Seychelles, SYC
27.0073, 2012, Jun Average, Seychelles, SYC
26.0807, 2012, Jul Average, Seychelles, SYC
26.5123, 2012, Aug Average, Seychelles, SYC
26.7313, 2012, Sep Average, Seychelles, SYC
27.1417, 2012, Oct Average, Seychelles, SYC
27.9633, 2012, Nov Average, Seychelles, SYC
28.1216, 2012, Dec Average, Seychelles, SYC
27.8559, 2013, Jan Average, Seychelles, SYC
28.1899, 2013, Feb Average, Seychelles, SYC
28.6683, 2013, Mar Average, Seychelles, SYC
29.0834, 2013, Apr Average, Seychelles, SYC
28.0606, 2013, May Average, Seychelles, SYC
26.6757, 2013, Jun Average, Seychelles, SYC
25.8046, 2013, Jul Average, Seychelles, SYC
26.2123, 2013, Aug Average, Seychelles, SYC
27.0757, 2013, Sep Average, Seychelles, SYC
27.739, 2013, Oct Average, Seychelles, SYC
27.8216, 2013, Nov Average, Seychelles, SYC
27.8266, 2013, Dec Average, Seychelles, SYC
27.6115, 2014, Jan Average, Seychelles, SYC
27.7505, 2014, Feb Average, Seychelles, SYC
28.4266, 2014, Mar Average, Seychelles, SYC
28.6783, 2014, Apr Average, Seychelles, SYC
28.3023, 2014, May Average, Seychelles, SYC
27.139, 2014, Jun Average, Seychelles, SYC
26.3073, 2014, Jul Average, Seychelles, SYC
26.3023, 2014, Aug Average, Seychelles, SYC
27.0807, 2014, Sep Average, Seychelles, SYC
27.71, 2014, Oct Average, Seychelles, SYC
28.1266, 2014, Nov Average, Seychelles, SYC
27.7216, 2014, Dec Average, Seychelles, SYC
27.7849, 2015, Jan Average, Seychelles, SYC
27.9266, 2015, Feb Average, Seychelles, SYC
28.7366, 2015, Mar Average, Seychelles, SYC
29.0467, 2015, Apr Average, Seychelles, SYC
28.515, 2015, May Average, Seychelles, SYC
27.3757, 2015, Jun Average, Seychelles, SYC
26.5757, 2015, Jul Average, Seychelles, SYC
26.7123, 2015, Aug Average, Seychelles, SYC
27.4046, 2015, Sep Average, Seychelles, SYC
27.8366, 2015, Oct Average, Seychelles, SYC
28.2949, 2015, Nov Average, Seychelles, SYC
28.4899, 2015, Dec Average, Seychelles, SYC
28.0633, 2016, Jan Average, Seychelles, SYC
28.505, 2016, Feb Average, Seychelles, SYC
29.2683, 2016, Mar Average, Seychelles, SYC
29.2783, 2016, Apr Average, Seychelles, SYC
28.2123, 2016, May Average, Seychelles, SYC
26.8073, 2016, Jun Average, Seychelles, SYC
25.7073, 2016, Jul Average, Seychelles, SYC
26.1023, 2016, Aug Average, Seychelles, SYC
26.6023, 2016, Sep Average, Seychelles, SYC
27.4834, 2016, Oct Average, Seychelles, SYC
27.6899, 2016, Nov Average, Seychelles, SYC
27.9899, 2016, Dec Average, Seychelles, SYC
25.3732, 1991, Jan Average, Sierra Leone, SLE
27.4311, 1991, Feb Average, Sierra Leone, SLE
27.8864, 1991, Mar Average, Sierra Leone, SLE
27.2732, 1991, Apr Average, Sierra Leone, SLE
26.686, 1991, May Average, Sierra Leone, SLE
26.7335, 1991, Jun Average, Sierra Leone, SLE
25.1162, 1991, Jul Average, Sierra Leone, SLE
24.7385, 1991, Aug Average, Sierra Leone, SLE
25.4775, 1991, Sep Average, Sierra Leone, SLE
25.3292, 1991, Oct Average, Sierra Leone, SLE
26.0606, 1991, Nov Average, Sierra Leone, SLE
25.981, 1991, Dec Average, Sierra Leone, SLE
25.0749, 1992, Jan Average, Sierra Leone, SLE
27.169, 1992, Feb Average, Sierra Leone, SLE
27.7345, 1992, Mar Average, Sierra Leone, SLE
27.8736, 1992, Apr Average, Sierra Leone, SLE
26.3131, 1992, May Average, Sierra Leone, SLE
25.6756, 1992, Jun Average, Sierra Leone, SLE
24.6017, 1992, Jul Average, Sierra Leone, SLE
24.7256, 1992, Aug Average, Sierra Leone, SLE
25.387, 1992, Sep Average, Sierra Leone, SLE
25.7898, 1992, Oct Average, Sierra Leone, SLE
25.5194, 1992, Nov Average, Sierra Leone, SLE
25.6355, 1992, Dec Average, Sierra Leone, SLE
25.1773, 1993, Jan Average, Sierra Leone, SLE
27.1505, 1993, Feb Average, Sierra Leone, SLE
27.5796, 1993, Mar Average, Sierra Leone, SLE
27.3457, 1993, Apr Average, Sierra Leone, SLE
27.2041, 1993, May Average, Sierra Leone, SLE
26.0395, 1993, Jun Average, Sierra Leone, SLE
25.0397, 1993, Jul Average, Sierra Leone, SLE
25.1465, 1993, Aug Average, Sierra Leone, SLE
25.5095, 1993, Sep Average, Sierra Leone, SLE
26.0323, 1993, Oct Average, Sierra Leone, SLE
26.2969, 1993, Nov Average, Sierra Leone, SLE
24.9957, 1993, Dec Average, Sierra Leone, SLE
24.9242, 1994, Jan Average, Sierra Leone, SLE
26.7042, 1994, Feb Average, Sierra Leone, SLE
27.7565, 1994, Mar Average, Sierra Leone, SLE
27.5417, 1994, Apr Average, Sierra Leone, SLE
26.9677, 1994, May Average, Sierra Leone, SLE
25.9388, 1994, Jun Average, Sierra Leone, SLE
24.7196, 1994, Jul Average, Sierra Leone, SLE
24.675, 1994, Aug Average, Sierra Leone, SLE
25.2249, 1994, Sep Average, Sierra Leone, SLE
25.5499, 1994, Oct Average, Sierra Leone, SLE
25.5474, 1994, Nov Average, Sierra Leone, SLE
24.6309, 1994, Dec Average, Sierra Leone, SLE
24.2097, 1995, Jan Average, Sierra Leone, SLE
26.4569, 1995, Feb Average, Sierra Leone, SLE
28.1582, 1995, Mar Average, Sierra Leone, SLE
27.8109, 1995, Apr Average, Sierra Leone, SLE
27.0586, 1995, May Average, Sierra Leone, SLE
26.5475, 1995, Jun Average, Sierra Leone, SLE
25.2403, 1995, Jul Average, Sierra Leone, SLE
25.0497, 1995, Aug Average, Sierra Leone, SLE
25.5679, 1995, Sep Average, Sierra Leone, SLE
25.8643, 1995, Oct Average, Sierra Leone, SLE
26.1224, 1995, Nov Average, Sierra Leone, SLE
25.3543, 1995, Dec Average, Sierra Leone, SLE
26.0622, 1996, Jan Average, Sierra Leone, SLE
27.4659, 1996, Feb Average, Sierra Leone, SLE
27.2825, 1996, Mar Average, Sierra Leone, SLE
27.582, 1996, Apr Average, Sierra Leone, SLE
27.4062, 1996, May Average, Sierra Leone, SLE
26.1333, 1996, Jun Average, Sierra Leone, SLE
25.3493, 1996, Jul Average, Sierra Leone, SLE
24.8499, 1996, Aug Average, Sierra Leone, SLE
25.4058, 1996, Sep Average, Sierra Leone, SLE
25.8164, 1996, Oct Average, Sierra Leone, SLE
25.4313, 1996, Nov Average, Sierra Leone, SLE
25.9221, 1996, Dec Average, Sierra Leone, SLE
26.3984, 1997, Jan Average, Sierra Leone, SLE
26.7711, 1997, Feb Average, Sierra Leone, SLE
27.9968, 1997, Mar Average, Sierra Leone, SLE
27.3669, 1997, Apr Average, Sierra Leone, SLE
26.5375, 1997, May Average, Sierra Leone, SLE
25.3326, 1997, Jun Average, Sierra Leone, SLE
25.3844, 1997, Jul Average, Sierra Leone, SLE
25.2311, 1997, Aug Average, Sierra Leone, SLE
25.5818, 1997, Sep Average, Sierra Leone, SLE
26.4258, 1997, Oct Average, Sierra Leone, SLE
26.6571, 1997, Nov Average, Sierra Leone, SLE
25.2942, 1997, Dec Average, Sierra Leone, SLE
25.5866, 1998, Jan Average, Sierra Leone, SLE
28.8688, 1998, Feb Average, Sierra Leone, SLE
29.1433, 1998, Mar Average, Sierra Leone, SLE
29.2378, 1998, Apr Average, Sierra Leone, SLE
27.9578, 1998, May Average, Sierra Leone, SLE
26.856, 1998, Jun Average, Sierra Leone, SLE
25.5012, 1998, Jul Average, Sierra Leone, SLE
24.9722, 1998, Aug Average, Sierra Leone, SLE
25.4519, 1998, Sep Average, Sierra Leone, SLE
26.1999, 1998, Oct Average, Sierra Leone, SLE
26.5491, 1998, Nov Average, Sierra Leone, SLE
25.6769, 1998, Dec Average, Sierra Leone, SLE
25.5768, 1999, Jan Average, Sierra Leone, SLE
25.9335, 1999, Feb Average, Sierra Leone, SLE
27.9993, 1999, Mar Average, Sierra Leone, SLE
27.8228, 1999, Apr Average, Sierra Leone, SLE
27.2435, 1999, May Average, Sierra Leone, SLE
26.2105, 1999, Jun Average, Sierra Leone, SLE
24.9653, 1999, Jul Average, Sierra Leone, SLE
24.6658, 1999, Aug Average, Sierra Leone, SLE
25.2086, 1999, Sep Average, Sierra Leone, SLE
25.3076, 1999, Oct Average, Sierra Leone, SLE
26.1831, 1999, Nov Average, Sierra Leone, SLE
25.1353, 1999, Dec Average, Sierra Leone, SLE
26.5913, 2000, Jan Average, Sierra Leone, SLE
26.206, 2000, Feb Average, Sierra Leone, SLE
27.9644, 2000, Mar Average, Sierra Leone, SLE
28.2543, 2000, Apr Average, Sierra Leone, SLE
27.1537, 2000, May Average, Sierra Leone, SLE
25.8138, 2000, Jun Average, Sierra Leone, SLE
24.9275, 2000, Jul Average, Sierra Leone, SLE
24.7244, 2000, Aug Average, Sierra Leone, SLE
25.3756, 2000, Sep Average, Sierra Leone, SLE
25.5844, 2000, Oct Average, Sierra Leone, SLE
25.8884, 2000, Nov Average, Sierra Leone, SLE
25.4632, 2000, Dec Average, Sierra Leone, SLE
25.4815, 2001, Jan Average, Sierra Leone, SLE
26.8503, 2001, Feb Average, Sierra Leone, SLE
28.4866, 2001, Mar Average, Sierra Leone, SLE
28.1794, 2001, Apr Average, Sierra Leone, SLE
27.0114, 2001, May Average, Sierra Leone, SLE
25.7698, 2001, Jun Average, Sierra Leone, SLE
24.739, 2001, Jul Average, Sierra Leone, SLE
25.2343, 2001, Aug Average, Sierra Leone, SLE
25.4386, 2001, Sep Average, Sierra Leone, SLE
26.1413, 2001, Oct Average, Sierra Leone, SLE
26.362, 2001, Nov Average, Sierra Leone, SLE
26.9369, 2001, Dec Average, Sierra Leone, SLE
25.6258, 2002, Jan Average, Sierra Leone, SLE
27.6064, 2002, Feb Average, Sierra Leone, SLE
27.6288, 2002, Mar Average, Sierra Leone, SLE
28.1052, 2002, Apr Average, Sierra Leone, SLE
27.9025, 2002, May Average, Sierra Leone, SLE
26.4364, 2002, Jun Average, Sierra Leone, SLE
25.4751, 2002, Jul Average, Sierra Leone, SLE
25.5463, 2002, Aug Average, Sierra Leone, SLE
25.9858, 2002, Sep Average, Sierra Leone, SLE
26.0598, 2002, Oct Average, Sierra Leone, SLE
26.7409, 2002, Nov Average, Sierra Leone, SLE
26.1517, 2002, Dec Average, Sierra Leone, SLE
26.0432, 2003, Jan Average, Sierra Leone, SLE
27.9506, 2003, Feb Average, Sierra Leone, SLE
29.13, 2003, Mar Average, Sierra Leone, SLE
28.7657, 2003, Apr Average, Sierra Leone, SLE
27.9077, 2003, May Average, Sierra Leone, SLE
25.8587, 2003, Jun Average, Sierra Leone, SLE
24.8354, 2003, Jul Average, Sierra Leone, SLE
24.7895, 2003, Aug Average, Sierra Leone, SLE
25.1217, 2003, Sep Average, Sierra Leone, SLE
26.1379, 2003, Oct Average, Sierra Leone, SLE
26.2656, 2003, Nov Average, Sierra Leone, SLE
25.8779, 2003, Dec Average, Sierra Leone, SLE
25.9712, 2004, Jan Average, Sierra Leone, SLE
27.6661, 2004, Feb Average, Sierra Leone, SLE
28.3546, 2004, Mar Average, Sierra Leone, SLE
28.2952, 2004, Apr Average, Sierra Leone, SLE
27.5144, 2004, May Average, Sierra Leone, SLE
26.0796, 2004, Jun Average, Sierra Leone, SLE
24.9766, 2004, Jul Average, Sierra Leone, SLE
25.0757, 2004, Aug Average, Sierra Leone, SLE
25.8527, 2004, Sep Average, Sierra Leone, SLE
26.7309, 2004, Oct Average, Sierra Leone, SLE
26.9352, 2004, Nov Average, Sierra Leone, SLE
27.5349, 2004, Dec Average, Sierra Leone, SLE
25.9058, 2005, Jan Average, Sierra Leone, SLE
28.1383, 2005, Feb Average, Sierra Leone, SLE
28.9004, 2005, Mar Average, Sierra Leone, SLE
28.289, 2005, Apr Average, Sierra Leone, SLE
27.2688, 2005, May Average, Sierra Leone, SLE
26.8193, 2005, Jun Average, Sierra Leone, SLE
25.1548, 2005, Jul Average, Sierra Leone, SLE
25.1227, 2005, Aug Average, Sierra Leone, SLE
25.8059, 2005, Sep Average, Sierra Leone, SLE
26.4034, 2005, Oct Average, Sierra Leone, SLE
26.8056, 2005, Nov Average, Sierra Leone, SLE
26.8257, 2005, Dec Average, Sierra Leone, SLE
26.5912, 2006, Jan Average, Sierra Leone, SLE
27.411, 2006, Feb Average, Sierra Leone, SLE
28.2002, 2006, Mar Average, Sierra Leone, SLE
27.9458, 2006, Apr Average, Sierra Leone, SLE
26.8907, 2006, May Average, Sierra Leone, SLE
26.3606, 2006, Jun Average, Sierra Leone, SLE
25.7672, 2006, Jul Average, Sierra Leone, SLE
25.2465, 2006, Aug Average, Sierra Leone, SLE
25.6714, 2006, Sep Average, Sierra Leone, SLE
26.4223, 2006, Oct Average, Sierra Leone, SLE
26.8982, 2006, Nov Average, Sierra Leone, SLE
25.5427, 2006, Dec Average, Sierra Leone, SLE
26.1093, 2007, Jan Average, Sierra Leone, SLE
27.8394, 2007, Feb Average, Sierra Leone, SLE
28.67, 2007, Mar Average, Sierra Leone, SLE
28.195, 2007, Apr Average, Sierra Leone, SLE
27.7739, 2007, May Average, Sierra Leone, SLE
26.5803, 2007, Jun Average, Sierra Leone, SLE
25.2959, 2007, Jul Average, Sierra Leone, SLE
24.8931, 2007, Aug Average, Sierra Leone, SLE
25.3393, 2007, Sep Average, Sierra Leone, SLE
26.2603, 2007, Oct Average, Sierra Leone, SLE
26.4854, 2007, Nov Average, Sierra Leone, SLE
25.8064, 2007, Dec Average, Sierra Leone, SLE
24.74, 2008, Jan Average, Sierra Leone, SLE
27.8287, 2008, Feb Average, Sierra Leone, SLE
28.6439, 2008, Mar Average, Sierra Leone, SLE
28.1503, 2008, Apr Average, Sierra Leone, SLE
27.4634, 2008, May Average, Sierra Leone, SLE
26.1986, 2008, Jun Average, Sierra Leone, SLE
24.9175, 2008, Jul Average, Sierra Leone, SLE
24.6591, 2008, Aug Average, Sierra Leone, SLE
25.7334, 2008, Sep Average, Sierra Leone, SLE
25.7746, 2008, Oct Average, Sierra Leone, SLE
26.4144, 2008, Nov Average, Sierra Leone, SLE
26.0971, 2008, Dec Average, Sierra Leone, SLE
24.1875, 2009, Jan Average, Sierra Leone, SLE
