Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
16.825804, 2080-2099, bcc_csm1_1, Jan Average, Laos, LAO
20.213266, 2080-2099, bcc_csm1_1, Feb Average, Laos, LAO
24.224998, 2080-2099, bcc_csm1_1, Mar Average, Laos, LAO
27.491972, 2080-2099, bcc_csm1_1, Apr Average, Laos, LAO
27.835833, 2080-2099, bcc_csm1_1, May Average, Laos, LAO
25.689533, 2080-2099, bcc_csm1_1, Jun Average, Laos, LAO
24.926449, 2080-2099, bcc_csm1_1, Jul Average, Laos, LAO
25.239178, 2080-2099, bcc_csm1_1, Aug Average, Laos, LAO
24.863636, 2080-2099, bcc_csm1_1, Sep Average, Laos, LAO
22.893663, 2080-2099, bcc_csm1_1, Oct Average, Laos, LAO
19.852642, 2080-2099, bcc_csm1_1, Nov Average, Laos, LAO
17.188738, 2080-2099, bcc_csm1_1, Dec Average, Laos, LAO
17.85637, 2080-2099, bcc_csm1_1_m, Jan Average, Laos, LAO
20.170885, 2080-2099, bcc_csm1_1_m, Feb Average, Laos, LAO
24.615183, 2080-2099, bcc_csm1_1_m, Mar Average, Laos, LAO
29.796532, 2080-2099, bcc_csm1_1_m, Apr Average, Laos, LAO
29.916359, 2080-2099, bcc_csm1_1_m, May Average, Laos, LAO
26.96711, 2080-2099, bcc_csm1_1_m, Jun Average, Laos, LAO
26.594143, 2080-2099, bcc_csm1_1_m, Jul Average, Laos, LAO
26.48318, 2080-2099, bcc_csm1_1_m, Aug Average, Laos, LAO
26.18661, 2080-2099, bcc_csm1_1_m, Sep Average, Laos, LAO
24.04641, 2080-2099, bcc_csm1_1_m, Oct Average, Laos, LAO
20.840593, 2080-2099, bcc_csm1_1_m, Nov Average, Laos, LAO
17.876566, 2080-2099, bcc_csm1_1_m, Dec Average, Laos, LAO
14.880406, 2080-2099, ccsm4, Jan Average, Laos, LAO
17.604717, 2080-2099, ccsm4, Feb Average, Laos, LAO
22.831, 2080-2099, ccsm4, Mar Average, Laos, LAO
25.964859, 2080-2099, ccsm4, Apr Average, Laos, LAO
26.11624, 2080-2099, ccsm4, May Average, Laos, LAO
25.64713, 2080-2099, ccsm4, Jun Average, Laos, LAO
25.602354, 2080-2099, ccsm4, Jul Average, Laos, LAO
25.42797, 2080-2099, ccsm4, Aug Average, Laos, LAO
24.535477, 2080-2099, ccsm4, Sep Average, Laos, LAO
21.939835, 2080-2099, ccsm4, Oct Average, Laos, LAO
18.96508, 2080-2099, ccsm4, Nov Average, Laos, LAO
15.641501, 2080-2099, ccsm4, Dec Average, Laos, LAO
16.86255, 2080-2099, cesm1_cam5, Jan Average, Laos, LAO
18.930016, 2080-2099, cesm1_cam5, Feb Average, Laos, LAO
22.627636, 2080-2099, cesm1_cam5, Mar Average, Laos, LAO
26.12186, 2080-2099, cesm1_cam5, Apr Average, Laos, LAO
26.669682, 2080-2099, cesm1_cam5, May Average, Laos, LAO
26.121311, 2080-2099, cesm1_cam5, Jun Average, Laos, LAO
25.721426, 2080-2099, cesm1_cam5, Jul Average, Laos, LAO
25.338251, 2080-2099, cesm1_cam5, Aug Average, Laos, LAO
24.84634, 2080-2099, cesm1_cam5, Sep Average, Laos, LAO
22.892328, 2080-2099, cesm1_cam5, Oct Average, Laos, LAO
20.01972, 2080-2099, cesm1_cam5, Nov Average, Laos, LAO
17.644342, 2080-2099, cesm1_cam5, Dec Average, Laos, LAO
17.585705, 2080-2099, csiro_mk3_6_0, Jan Average, Laos, LAO
20.368881, 2080-2099, csiro_mk3_6_0, Feb Average, Laos, LAO
25.185242, 2080-2099, csiro_mk3_6_0, Mar Average, Laos, LAO
30.868113, 2080-2099, csiro_mk3_6_0, Apr Average, Laos, LAO
30.519249, 2080-2099, csiro_mk3_6_0, May Average, Laos, LAO
27.501068, 2080-2099, csiro_mk3_6_0, Jun Average, Laos, LAO
27.289097, 2080-2099, csiro_mk3_6_0, Jul Average, Laos, LAO
27.25015, 2080-2099, csiro_mk3_6_0, Aug Average, Laos, LAO
26.234415, 2080-2099, csiro_mk3_6_0, Sep Average, Laos, LAO
23.820528, 2080-2099, csiro_mk3_6_0, Oct Average, Laos, LAO
21.72076, 2080-2099, csiro_mk3_6_0, Nov Average, Laos, LAO
17.723696, 2080-2099, csiro_mk3_6_0, Dec Average, Laos, LAO
14.857726, 2080-2099, fio_esm, Jan Average, Laos, LAO
17.878061, 2080-2099, fio_esm, Feb Average, Laos, LAO
22.928553, 2080-2099, fio_esm, Mar Average, Laos, LAO
27.209837, 2080-2099, fio_esm, Apr Average, Laos, LAO
28.755634, 2080-2099, fio_esm, May Average, Laos, LAO
27.19089, 2080-2099, fio_esm, Jun Average, Laos, LAO
25.889545, 2080-2099, fio_esm, Jul Average, Laos, LAO
25.443607, 2080-2099, fio_esm, Aug Average, Laos, LAO
24.362528, 2080-2099, fio_esm, Sep Average, Laos, LAO
22.139425, 2080-2099, fio_esm, Oct Average, Laos, LAO
18.929165, 2080-2099, fio_esm, Nov Average, Laos, LAO
15.750585, 2080-2099, fio_esm, Dec Average, Laos, LAO
17.946629, 2080-2099, gfdl_cm3, Jan Average, Laos, LAO
21.864141, 2080-2099, gfdl_cm3, Feb Average, Laos, LAO
26.634777, 2080-2099, gfdl_cm3, Mar Average, Laos, LAO
30.57931, 2080-2099, gfdl_cm3, Apr Average, Laos, LAO
29.794725, 2080-2099, gfdl_cm3, May Average, Laos, LAO
26.672083, 2080-2099, gfdl_cm3, Jun Average, Laos, LAO
25.932878, 2080-2099, gfdl_cm3, Jul Average, Laos, LAO
25.467754, 2080-2099, gfdl_cm3, Aug Average, Laos, LAO
24.438868, 2080-2099, gfdl_cm3, Sep Average, Laos, LAO
23.045284, 2080-2099, gfdl_cm3, Oct Average, Laos, LAO
20.461748, 2080-2099, gfdl_cm3, Nov Average, Laos, LAO
17.60691, 2080-2099, gfdl_cm3, Dec Average, Laos, LAO
16.61756, 2080-2099, gfdl_esm2m, Jan Average, Laos, LAO
20.783903, 2080-2099, gfdl_esm2m, Feb Average, Laos, LAO
25.497902, 2080-2099, gfdl_esm2m, Mar Average, Laos, LAO
29.210608, 2080-2099, gfdl_esm2m, Apr Average, Laos, LAO
28.683153, 2080-2099, gfdl_esm2m, May Average, Laos, LAO
26.347134, 2080-2099, gfdl_esm2m, Jun Average, Laos, LAO
25.088467, 2080-2099, gfdl_esm2m, Jul Average, Laos, LAO
24.811968, 2080-2099, gfdl_esm2m, Aug Average, Laos, LAO
23.316841, 2080-2099, gfdl_esm2m, Sep Average, Laos, LAO
21.13079, 2080-2099, gfdl_esm2m, Oct Average, Laos, LAO
18.628765, 2080-2099, gfdl_esm2m, Nov Average, Laos, LAO
15.789495, 2080-2099, gfdl_esm2m, Dec Average, Laos, LAO
17.4195, 2080-2099, giss_e2_h, Jan Average, Laos, LAO
21.616812, 2080-2099, giss_e2_h, Feb Average, Laos, LAO
24.001768, 2080-2099, giss_e2_h, Mar Average, Laos, LAO
26.634314, 2080-2099, giss_e2_h, Apr Average, Laos, LAO
26.950104, 2080-2099, giss_e2_h, May Average, Laos, LAO
26.070694, 2080-2099, giss_e2_h, Jun Average, Laos, LAO
26.433434, 2080-2099, giss_e2_h, Jul Average, Laos, LAO
26.660967, 2080-2099, giss_e2_h, Aug Average, Laos, LAO
24.966007, 2080-2099, giss_e2_h, Sep Average, Laos, LAO
22.706976, 2080-2099, giss_e2_h, Oct Average, Laos, LAO
19.635908, 2080-2099, giss_e2_h, Nov Average, Laos, LAO
17.426424, 2080-2099, giss_e2_h, Dec Average, Laos, LAO
19.230022, 2080-2099, giss_e2_r, Jan Average, Laos, LAO
22.422846, 2080-2099, giss_e2_r, Feb Average, Laos, LAO
25.161339, 2080-2099, giss_e2_r, Mar Average, Laos, LAO
27.295572, 2080-2099, giss_e2_r, Apr Average, Laos, LAO
28.212282, 2080-2099, giss_e2_r, May Average, Laos, LAO
27.18368, 2080-2099, giss_e2_r, Jun Average, Laos, LAO
26.06433, 2080-2099, giss_e2_r, Jul Average, Laos, LAO
26.09098, 2080-2099, giss_e2_r, Aug Average, Laos, LAO
24.845995, 2080-2099, giss_e2_r, Sep Average, Laos, LAO
22.994986, 2080-2099, giss_e2_r, Oct Average, Laos, LAO
20.939407, 2080-2099, giss_e2_r, Nov Average, Laos, LAO
18.29698, 2080-2099, giss_e2_r, Dec Average, Laos, LAO
16.279924, 2080-2099, ipsl_cm5a_mr, Jan Average, Laos, LAO
18.901731, 2080-2099, ipsl_cm5a_mr, Feb Average, Laos, LAO
23.551142, 2080-2099, ipsl_cm5a_mr, Mar Average, Laos, LAO
26.36647, 2080-2099, ipsl_cm5a_mr, Apr Average, Laos, LAO
27.468235, 2080-2099, ipsl_cm5a_mr, May Average, Laos, LAO
27.62609, 2080-2099, ipsl_cm5a_mr, Jun Average, Laos, LAO
27.239275, 2080-2099, ipsl_cm5a_mr, Jul Average, Laos, LAO
26.758728, 2080-2099, ipsl_cm5a_mr, Aug Average, Laos, LAO
26.441833, 2080-2099, ipsl_cm5a_mr, Sep Average, Laos, LAO
23.835663, 2080-2099, ipsl_cm5a_mr, Oct Average, Laos, LAO
19.486324, 2080-2099, ipsl_cm5a_mr, Nov Average, Laos, LAO
16.29182, 2080-2099, ipsl_cm5a_mr, Dec Average, Laos, LAO
17.944479, 2080-2099, miroc_esm, Jan Average, Laos, LAO
21.537111, 2080-2099, miroc_esm, Feb Average, Laos, LAO
26.484194, 2080-2099, miroc_esm, Mar Average, Laos, LAO
30.391169, 2080-2099, miroc_esm, Apr Average, Laos, LAO
29.976307, 2080-2099, miroc_esm, May Average, Laos, LAO
27.921871, 2080-2099, miroc_esm, Jun Average, Laos, LAO
26.205137, 2080-2099, miroc_esm, Jul Average, Laos, LAO
26.44948, 2080-2099, miroc_esm, Aug Average, Laos, LAO
25.83706, 2080-2099, miroc_esm, Sep Average, Laos, LAO
24.45452, 2080-2099, miroc_esm, Oct Average, Laos, LAO
21.90621, 2080-2099, miroc_esm, Nov Average, Laos, LAO
18.509357, 2080-2099, miroc_esm, Dec Average, Laos, LAO
17.88856, 2080-2099, miroc_esm_chem, Jan Average, Laos, LAO
21.627853, 2080-2099, miroc_esm_chem, Feb Average, Laos, LAO
26.613781, 2080-2099, miroc_esm_chem, Mar Average, Laos, LAO
31.073881, 2080-2099, miroc_esm_chem, Apr Average, Laos, LAO
29.691166, 2080-2099, miroc_esm_chem, May Average, Laos, LAO
27.396965, 2080-2099, miroc_esm_chem, Jun Average, Laos, LAO
25.969097, 2080-2099, miroc_esm_chem, Jul Average, Laos, LAO
26.29707, 2080-2099, miroc_esm_chem, Aug Average, Laos, LAO
25.601791, 2080-2099, miroc_esm_chem, Sep Average, Laos, LAO
24.232979, 2080-2099, miroc_esm_chem, Oct Average, Laos, LAO
21.71692, 2080-2099, miroc_esm_chem, Nov Average, Laos, LAO
18.478575, 2080-2099, miroc_esm_chem, Dec Average, Laos, LAO
19.337273, 2080-2099, miroc5, Jan Average, Laos, LAO
22.054382, 2080-2099, miroc5, Feb Average, Laos, LAO
25.237246, 2080-2099, miroc5, Mar Average, Laos, LAO
26.872618, 2080-2099, miroc5, Apr Average, Laos, LAO
26.949022, 2080-2099, miroc5, May Average, Laos, LAO
27.233934, 2080-2099, miroc5, Jun Average, Laos, LAO
26.468027, 2080-2099, miroc5, Jul Average, Laos, LAO
25.813612, 2080-2099, miroc5, Aug Average, Laos, LAO
25.641745, 2080-2099, miroc5, Sep Average, Laos, LAO
24.670723, 2080-2099, miroc5, Oct Average, Laos, LAO
21.03452, 2080-2099, miroc5, Nov Average, Laos, LAO
18.520811, 2080-2099, miroc5, Dec Average, Laos, LAO
15.15581, 2080-2099, mri_cgcm3, Jan Average, Laos, LAO
17.80095, 2080-2099, mri_cgcm3, Feb Average, Laos, LAO
23.553345, 2080-2099, mri_cgcm3, Mar Average, Laos, LAO
28.49478, 2080-2099, mri_cgcm3, Apr Average, Laos, LAO
29.860094, 2080-2099, mri_cgcm3, May Average, Laos, LAO
26.07349, 2080-2099, mri_cgcm3, Jun Average, Laos, LAO
24.49628, 2080-2099, mri_cgcm3, Jul Average, Laos, LAO
24.487343, 2080-2099, mri_cgcm3, Aug Average, Laos, LAO
23.835678, 2080-2099, mri_cgcm3, Sep Average, Laos, LAO
22.6323, 2080-2099, mri_cgcm3, Oct Average, Laos, LAO
19.94108, 2080-2099, mri_cgcm3, Nov Average, Laos, LAO
15.973056, 2080-2099, mri_cgcm3, Dec Average, Laos, LAO
13.87898, 2080-2099, noresm1_m, Jan Average, Laos, LAO
17.029314, 2080-2099, noresm1_m, Feb Average, Laos, LAO
21.22643, 2080-2099, noresm1_m, Mar Average, Laos, LAO
25.341646, 2080-2099, noresm1_m, Apr Average, Laos, LAO
25.784052, 2080-2099, noresm1_m, May Average, Laos, LAO
24.933186, 2080-2099, noresm1_m, Jun Average, Laos, LAO
24.798746, 2080-2099, noresm1_m, Jul Average, Laos, LAO
24.755297, 2080-2099, noresm1_m, Aug Average, Laos, LAO
24.26239, 2080-2099, noresm1_m, Sep Average, Laos, LAO
22.02785, 2080-2099, noresm1_m, Oct Average, Laos, LAO
18.919903, 2080-2099, noresm1_m, Nov Average, Laos, LAO
15.146615, 2080-2099, noresm1_m, Dec Average, Laos, LAO
-2.2529564, 2080-2099, bcc_csm1_1, Jan Average, Latvia, LVA
-3.930712, 2080-2099, bcc_csm1_1, Feb Average, Latvia, LVA
-0.30560318, 2080-2099, bcc_csm1_1, Mar Average, Latvia, LVA
4.516783, 2080-2099, bcc_csm1_1, Apr Average, Latvia, LVA
11.353305, 2080-2099, bcc_csm1_1, May Average, Latvia, LVA
16.73352, 2080-2099, bcc_csm1_1, Jun Average, Latvia, LVA
18.018759, 2080-2099, bcc_csm1_1, Jul Average, Latvia, LVA
16.348024, 2080-2099, bcc_csm1_1, Aug Average, Latvia, LVA
12.045513, 2080-2099, bcc_csm1_1, Sep Average, Latvia, LVA
7.747337, 2080-2099, bcc_csm1_1, Oct Average, Latvia, LVA
3.1750312, 2080-2099, bcc_csm1_1, Nov Average, Latvia, LVA
-1.6777139, 2080-2099, bcc_csm1_1, Dec Average, Latvia, LVA
-2.1347604, 2080-2099, bcc_csm1_1_m, Jan Average, Latvia, LVA
-0.977702, 2080-2099, bcc_csm1_1_m, Feb Average, Latvia, LVA
0.8552867, 2080-2099, bcc_csm1_1_m, Mar Average, Latvia, LVA
5.465176, 2080-2099, bcc_csm1_1_m, Apr Average, Latvia, LVA
9.838978, 2080-2099, bcc_csm1_1_m, May Average, Latvia, LVA
