Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
1.5859656, 2080-2099, bcc_csm1_1, Jan Average, Oman, OMN
2.9798856, 2080-2099, bcc_csm1_1, Feb Average, Oman, OMN
2.1854532, 2080-2099, bcc_csm1_1, Mar Average, Oman, OMN
1.1867616, 2080-2099, bcc_csm1_1, Apr Average, Oman, OMN
4.900478, 2080-2099, bcc_csm1_1, May Average, Oman, OMN
3.9311638, 2080-2099, bcc_csm1_1, Jun Average, Oman, OMN
4.2895436, 2080-2099, bcc_csm1_1, Jul Average, Oman, OMN
6.821828, 2080-2099, bcc_csm1_1, Aug Average, Oman, OMN
7.8472867, 2080-2099, bcc_csm1_1, Sep Average, Oman, OMN
2.2547922, 2080-2099, bcc_csm1_1, Oct Average, Oman, OMN
6.01413, 2080-2099, bcc_csm1_1, Nov Average, Oman, OMN
5.2056713, 2080-2099, bcc_csm1_1, Dec Average, Oman, OMN
2.1690197, 2080-2099, bcc_csm1_1_m, Jan Average, Oman, OMN
0.9761075, 2080-2099, bcc_csm1_1_m, Feb Average, Oman, OMN
1.1126921, 2080-2099, bcc_csm1_1_m, Mar Average, Oman, OMN
2.5573487, 2080-2099, bcc_csm1_1_m, Apr Average, Oman, OMN
11.110689, 2080-2099, bcc_csm1_1_m, May Average, Oman, OMN
17.412712, 2080-2099, bcc_csm1_1_m, Jun Average, Oman, OMN
8.76359, 2080-2099, bcc_csm1_1_m, Jul Average, Oman, OMN
16.503744, 2080-2099, bcc_csm1_1_m, Aug Average, Oman, OMN
32.93181, 2080-2099, bcc_csm1_1_m, Sep Average, Oman, OMN
21.85945, 2080-2099, bcc_csm1_1_m, Oct Average, Oman, OMN
13.965008, 2080-2099, bcc_csm1_1_m, Nov Average, Oman, OMN
10.830364, 2080-2099, bcc_csm1_1_m, Dec Average, Oman, OMN
2.9615414, 2080-2099, ccsm4, Jan Average, Oman, OMN
1.7577868, 2080-2099, ccsm4, Feb Average, Oman, OMN
1.3621681, 2080-2099, ccsm4, Mar Average, Oman, OMN
3.9106328, 2080-2099, ccsm4, Apr Average, Oman, OMN
2.7015707, 2080-2099, ccsm4, May Average, Oman, OMN
11.938956, 2080-2099, ccsm4, Jun Average, Oman, OMN
27.395922, 2080-2099, ccsm4, Jul Average, Oman, OMN
39.827065, 2080-2099, ccsm4, Aug Average, Oman, OMN
27.685032, 2080-2099, ccsm4, Sep Average, Oman, OMN
21.877874, 2080-2099, ccsm4, Oct Average, Oman, OMN
10.182379, 2080-2099, ccsm4, Nov Average, Oman, OMN
13.682006, 2080-2099, ccsm4, Dec Average, Oman, OMN
0.90308887, 2080-2099, cesm1_cam5, Jan Average, Oman, OMN
1.1727161, 2080-2099, cesm1_cam5, Feb Average, Oman, OMN
4.5192924, 2080-2099, cesm1_cam5, Mar Average, Oman, OMN
