Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
19.706713, 2080-2099, bcc_csm1_1, Jan Average, Laos, LAO
23.78526, 2080-2099, bcc_csm1_1, Feb Average, Laos, LAO
27.10089, 2080-2099, bcc_csm1_1, Mar Average, Laos, LAO
30.902063, 2080-2099, bcc_csm1_1, Apr Average, Laos, LAO
30.553925, 2080-2099, bcc_csm1_1, May Average, Laos, LAO
28.944193, 2080-2099, bcc_csm1_1, Jun Average, Laos, LAO
27.800716, 2080-2099, bcc_csm1_1, Jul Average, Laos, LAO
27.570078, 2080-2099, bcc_csm1_1, Aug Average, Laos, LAO
27.687534, 2080-2099, bcc_csm1_1, Sep Average, Laos, LAO
25.628578, 2080-2099, bcc_csm1_1, Oct Average, Laos, LAO
22.67926, 2080-2099, bcc_csm1_1, Nov Average, Laos, LAO
19.689703, 2080-2099, bcc_csm1_1, Dec Average, Laos, LAO
19.495064, 2080-2099, bcc_csm1_1_m, Jan Average, Laos, LAO
22.719944, 2080-2099, bcc_csm1_1_m, Feb Average, Laos, LAO
26.782293, 2080-2099, bcc_csm1_1_m, Mar Average, Laos, LAO
31.259161, 2080-2099, bcc_csm1_1_m, Apr Average, Laos, LAO
32.46937, 2080-2099, bcc_csm1_1_m, May Average, Laos, LAO
29.738733, 2080-2099, bcc_csm1_1_m, Jun Average, Laos, LAO
29.34303, 2080-2099, bcc_csm1_1_m, Jul Average, Laos, LAO
29.039576, 2080-2099, bcc_csm1_1_m, Aug Average, Laos, LAO
28.260408, 2080-2099, bcc_csm1_1_m, Sep Average, Laos, LAO
27.128452, 2080-2099, bcc_csm1_1_m, Oct Average, Laos, LAO
23.296291, 2080-2099, bcc_csm1_1_m, Nov Average, Laos, LAO
20.120522, 2080-2099, bcc_csm1_1_m, Dec Average, Laos, LAO
17.02825, 2080-2099, ccsm4, Jan Average, Laos, LAO
19.667793, 2080-2099, ccsm4, Feb Average, Laos, LAO
24.829723, 2080-2099, ccsm4, Mar Average, Laos, LAO
29.619417, 2080-2099, ccsm4, Apr Average, Laos, LAO
29.22926, 2080-2099, ccsm4, May Average, Laos, LAO
28.500181, 2080-2099, ccsm4, Jun Average, Laos, LAO
28.484941, 2080-2099, ccsm4, Jul Average, Laos, LAO
27.888355, 2080-2099, ccsm4, Aug Average, Laos, LAO
27.46387, 2080-2099, ccsm4, Sep Average, Laos, LAO
24.732468, 2080-2099, ccsm4, Oct Average, Laos, LAO
21.570915, 2080-2099, ccsm4, Nov Average, Laos, LAO
17.752075, 2080-2099, ccsm4, Dec Average, Laos, LAO
19.0051, 2080-2099, cesm1_cam5, Jan Average, Laos, LAO
21.18737, 2080-2099, cesm1_cam5, Feb Average, Laos, LAO
25.464333, 2080-2099, cesm1_cam5, Mar Average, Laos, LAO
28.982141, 2080-2099, cesm1_cam5, Apr Average, Laos, LAO
29.892591, 2080-2099, cesm1_cam5, May Average, Laos, LAO
28.72542, 2080-2099, cesm1_cam5, Jun Average, Laos, LAO
27.957373, 2080-2099, cesm1_cam5, Jul Average, Laos, LAO
27.773882, 2080-2099, cesm1_cam5, Aug Average, Laos, LAO
27.536997, 2080-2099, cesm1_cam5, Sep Average, Laos, LAO
25.77359, 2080-2099, cesm1_cam5, Oct Average, Laos, LAO
23.010366, 2080-2099, cesm1_cam5, Nov Average, Laos, LAO
20.196934, 2080-2099, cesm1_cam5, Dec Average, Laos, LAO
21.364464, 2080-2099, csiro_mk3_6_0, Jan Average, Laos, LAO
24.753386, 2080-2099, csiro_mk3_6_0, Feb Average, Laos, LAO
28.870188, 2080-2099, csiro_mk3_6_0, Mar Average, Laos, LAO
34.854652, 2080-2099, csiro_mk3_6_0, Apr Average, Laos, LAO
34.039314, 2080-2099, csiro_mk3_6_0, May Average, Laos, LAO
30.160887, 2080-2099, csiro_mk3_6_0, Jun Average, Laos, LAO
29.447187, 2080-2099, csiro_mk3_6_0, Jul Average, Laos, LAO
29.552036, 2080-2099, csiro_mk3_6_0, Aug Average, Laos, LAO
28.939884, 2080-2099, csiro_mk3_6_0, Sep Average, Laos, LAO
26.57926, 2080-2099, csiro_mk3_6_0, Oct Average, Laos, LAO
24.439196, 2080-2099, csiro_mk3_6_0, Nov Average, Laos, LAO
22.014847, 2080-2099, csiro_mk3_6_0, Dec Average, Laos, LAO
17.566826, 2080-2099, fio_esm, Jan Average, Laos, LAO
20.914064, 2080-2099, fio_esm, Feb Average, Laos, LAO
26.150736, 2080-2099, fio_esm, Mar Average, Laos, LAO
30.515244, 2080-2099, fio_esm, Apr Average, Laos, LAO
32.16916, 2080-2099, fio_esm, May Average, Laos, LAO
30.497818, 2080-2099, fio_esm, Jun Average, Laos, LAO
28.610613, 2080-2099, fio_esm, Jul Average, Laos, LAO
28.263414, 2080-2099, fio_esm, Aug Average, Laos, LAO
27.437023, 2080-2099, fio_esm, Sep Average, Laos, LAO
24.64427, 2080-2099, fio_esm, Oct Average, Laos, LAO
21.577545, 2080-2099, fio_esm, Nov Average, Laos, LAO
18.406464, 2080-2099, fio_esm, Dec Average, Laos, LAO
20.53737, 2080-2099, gfdl_cm3, Jan Average, Laos, LAO
23.028936, 2080-2099, gfdl_cm3, Feb Average, Laos, LAO
28.97636, 2080-2099, gfdl_cm3, Mar Average, Laos, LAO
33.706005, 2080-2099, gfdl_cm3, Apr Average, Laos, LAO
32.413464, 2080-2099, gfdl_cm3, May Average, Laos, LAO
29.872742, 2080-2099, gfdl_cm3, Jun Average, Laos, LAO
29.48317, 2080-2099, gfdl_cm3, Jul Average, Laos, LAO
28.601824, 2080-2099, gfdl_cm3, Aug Average, Laos, LAO
27.707176, 2080-2099, gfdl_cm3, Sep Average, Laos, LAO
25.666075, 2080-2099, gfdl_cm3, Oct Average, Laos, LAO
22.297606, 2080-2099, gfdl_cm3, Nov Average, Laos, LAO
19.937555, 2080-2099, gfdl_cm3, Dec Average, Laos, LAO
17.514235, 2080-2099, gfdl_esm2m, Jan Average, Laos, LAO
21.118322, 2080-2099, gfdl_esm2m, Feb Average, Laos, LAO
26.839535, 2080-2099, gfdl_esm2m, Mar Average, Laos, LAO
32.0136, 2080-2099, gfdl_esm2m, Apr Average, Laos, LAO
31.231558, 2080-2099, gfdl_esm2m, May Average, Laos, LAO
28.913532, 2080-2099, gfdl_esm2m, Jun Average, Laos, LAO
27.522263, 2080-2099, gfdl_esm2m, Jul Average, Laos, LAO
27.300035, 2080-2099, gfdl_esm2m, Aug Average, Laos, LAO
26.006218, 2080-2099, gfdl_esm2m, Sep Average, Laos, LAO
22.938396, 2080-2099, gfdl_esm2m, Oct Average, Laos, LAO
19.776192, 2080-2099, gfdl_esm2m, Nov Average, Laos, LAO
16.924822, 2080-2099, gfdl_esm2m, Dec Average, Laos, LAO
20.64526, 2080-2099, giss_e2_h, Jan Average, Laos, LAO
23.75065, 2080-2099, giss_e2_h, Feb Average, Laos, LAO
26.95685, 2080-2099, giss_e2_h, Mar Average, Laos, LAO
28.776466, 2080-2099, giss_e2_h, Apr Average, Laos, LAO
28.716219, 2080-2099, giss_e2_h, May Average, Laos, LAO
28.44761, 2080-2099, giss_e2_h, Jun Average, Laos, LAO
28.819868, 2080-2099, giss_e2_h, Jul Average, Laos, LAO
28.579296, 2080-2099, giss_e2_h, Aug Average, Laos, LAO
26.989378, 2080-2099, giss_e2_h, Sep Average, Laos, LAO
24.623371, 2080-2099, giss_e2_h, Oct Average, Laos, LAO
22.251093, 2080-2099, giss_e2_h, Nov Average, Laos, LAO
20.253119, 2080-2099, giss_e2_h, Dec Average, Laos, LAO
21.744135, 2080-2099, giss_e2_r, Jan Average, Laos, LAO
24.3107, 2080-2099, giss_e2_r, Feb Average, Laos, LAO
27.592169, 2080-2099, giss_e2_r, Mar Average, Laos, LAO
29.91381, 2080-2099, giss_e2_r, Apr Average, Laos, LAO
29.982628, 2080-2099, giss_e2_r, May Average, Laos, LAO
28.889048, 2080-2099, giss_e2_r, Jun Average, Laos, LAO
28.37813, 2080-2099, giss_e2_r, Jul Average, Laos, LAO
