Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
10.294883, 2080-2099, bcc_csm1_1, Jan Average, Laos, LAO
12.134459, 2080-2099, bcc_csm1_1, Feb Average, Laos, LAO
18.957037, 2080-2099, bcc_csm1_1, Mar Average, Laos, LAO
73.4831, 2080-2099, bcc_csm1_1, Apr Average, Laos, LAO
268.65964, 2080-2099, bcc_csm1_1, May Average, Laos, LAO
363.671, 2080-2099, bcc_csm1_1, Jun Average, Laos, LAO
464.17966, 2080-2099, bcc_csm1_1, Jul Average, Laos, LAO
356.6551, 2080-2099, bcc_csm1_1, Aug Average, Laos, LAO
341.2021, 2080-2099, bcc_csm1_1, Sep Average, Laos, LAO
141.43938, 2080-2099, bcc_csm1_1, Oct Average, Laos, LAO
30.599197, 2080-2099, bcc_csm1_1, Nov Average, Laos, LAO
14.2846365, 2080-2099, bcc_csm1_1, Dec Average, Laos, LAO
9.7068205, 2080-2099, bcc_csm1_1_m, Jan Average, Laos, LAO
8.608875, 2080-2099, bcc_csm1_1_m, Feb Average, Laos, LAO
13.100354, 2080-2099, bcc_csm1_1_m, Mar Average, Laos, LAO
33.81062, 2080-2099, bcc_csm1_1_m, Apr Average, Laos, LAO
157.46681, 2080-2099, bcc_csm1_1_m, May Average, Laos, LAO
395.15298, 2080-2099, bcc_csm1_1_m, Jun Average, Laos, LAO
335.7189, 2080-2099, bcc_csm1_1_m, Jul Average, Laos, LAO
274.21082, 2080-2099, bcc_csm1_1_m, Aug Average, Laos, LAO
176.68036, 2080-2099, bcc_csm1_1_m, Sep Average, Laos, LAO
66.41761, 2080-2099, bcc_csm1_1_m, Oct Average, Laos, LAO
14.820729, 2080-2099, bcc_csm1_1_m, Nov Average, Laos, LAO
8.020542, 2080-2099, bcc_csm1_1_m, Dec Average, Laos, LAO
17.450277, 2080-2099, ccsm4, Jan Average, Laos, LAO
14.63148, 2080-2099, ccsm4, Feb Average, Laos, LAO
28.62659, 2080-2099, ccsm4, Mar Average, Laos, LAO
78.21854, 2080-2099, ccsm4, Apr Average, Laos, LAO
167.32495, 2080-2099, ccsm4, May Average, Laos, LAO
246.37895, 2080-2099, ccsm4, Jun Average, Laos, LAO
303.22485, 2080-2099, ccsm4, Jul Average, Laos, LAO
384.90982, 2080-2099, ccsm4, Aug Average, Laos, LAO
289.2594, 2080-2099, ccsm4, Sep Average, Laos, LAO
104.16618, 2080-2099, ccsm4, Oct Average, Laos, LAO
38.87522, 2080-2099, ccsm4, Nov Average, Laos, LAO
21.850916, 2080-2099, ccsm4, Dec Average, Laos, LAO
12.451966, 2080-2099, cesm1_cam5, Jan Average, Laos, LAO
11.83955, 2080-2099, cesm1_cam5, Feb Average, Laos, LAO
16.43136, 2080-2099, cesm1_cam5, Mar Average, Laos, LAO
56.8403, 2080-2099, cesm1_cam5, Apr Average, Laos, LAO
122.69511, 2080-2099, cesm1_cam5, May Average, Laos, LAO
186.7888, 2080-2099, cesm1_cam5, Jun Average, Laos, LAO
258.45657, 2080-2099, cesm1_cam5, Jul Average, Laos, LAO
289.49734, 2080-2099, cesm1_cam5, Aug Average, Laos, LAO
232.10074, 2080-2099, cesm1_cam5, Sep Average, Laos, LAO
114.010765, 2080-2099, cesm1_cam5, Oct Average, Laos, LAO
38.528267, 2080-2099, cesm1_cam5, Nov Average, Laos, LAO
18.416782, 2080-2099, cesm1_cam5, Dec Average, Laos, LAO
6.4111147, 2080-2099, csiro_mk3_6_0, Jan Average, Laos, LAO
7.417359, 2080-2099, csiro_mk3_6_0, Feb Average, Laos, LAO
7.1254416, 2080-2099, csiro_mk3_6_0, Mar Average, Laos, LAO
25.752077, 2080-2099, csiro_mk3_6_0, Apr Average, Laos, LAO
175.91937, 2080-2099, csiro_mk3_6_0, May Average, Laos, LAO
426.5391, 2080-2099, csiro_mk3_6_0, Jun Average, Laos, LAO
297.25348, 2080-2099, csiro_mk3_6_0, Jul Average, Laos, LAO
329.9266, 2080-2099, csiro_mk3_6_0, Aug Average, Laos, LAO
248.03462, 2080-2099, csiro_mk3_6_0, Sep Average, Laos, LAO
65.20817, 2080-2099, csiro_mk3_6_0, Oct Average, Laos, LAO
9.389986, 2080-2099, csiro_mk3_6_0, Nov Average, Laos, LAO
6.6570115, 2080-2099, csiro_mk3_6_0, Dec Average, Laos, LAO
12.690866, 2080-2099, fio_esm, Jan Average, Laos, LAO
