Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
32.837807, 2080-2099, bcc_csm1_1, Jan Average, Afghanistan, AFG
34.209805, 2080-2099, bcc_csm1_1, Feb Average, Afghanistan, AFG
37.20363, 2080-2099, bcc_csm1_1, Mar Average, Afghanistan, AFG
22.655024, 2080-2099, bcc_csm1_1, Apr Average, Afghanistan, AFG
15.414751, 2080-2099, bcc_csm1_1, May Average, Afghanistan, AFG
7.9566965, 2080-2099, bcc_csm1_1, Jun Average, Afghanistan, AFG
3.0760155, 2080-2099, bcc_csm1_1, Jul Average, Afghanistan, AFG
4.1879215, 2080-2099, bcc_csm1_1, Aug Average, Afghanistan, AFG
4.39292, 2080-2099, bcc_csm1_1, Sep Average, Afghanistan, AFG
10.013402, 2080-2099, bcc_csm1_1, Oct Average, Afghanistan, AFG
38.295406, 2080-2099, bcc_csm1_1, Nov Average, Afghanistan, AFG
26.32697, 2080-2099, bcc_csm1_1, Dec Average, Afghanistan, AFG
15.555421, 2080-2099, bcc_csm1_1_m, Jan Average, Afghanistan, AFG
26.107367, 2080-2099, bcc_csm1_1_m, Feb Average, Afghanistan, AFG
28.017183, 2080-2099, bcc_csm1_1_m, Mar Average, Afghanistan, AFG
19.12014, 2080-2099, bcc_csm1_1_m, Apr Average, Afghanistan, AFG
12.669967, 2080-2099, bcc_csm1_1_m, May Average, Afghanistan, AFG
13.476781, 2080-2099, bcc_csm1_1_m, Jun Average, Afghanistan, AFG
27.176315, 2080-2099, bcc_csm1_1_m, Jul Average, Afghanistan, AFG
35.523994, 2080-2099, bcc_csm1_1_m, Aug Average, Afghanistan, AFG
19.278936, 2080-2099, bcc_csm1_1_m, Sep Average, Afghanistan, AFG
15.086655, 2080-2099, bcc_csm1_1_m, Oct Average, Afghanistan, AFG
20.306679, 2080-2099, bcc_csm1_1_m, Nov Average, Afghanistan, AFG
30.506376, 2080-2099, bcc_csm1_1_m, Dec Average, Afghanistan, AFG
24.04698, 2080-2099, ccsm4, Jan Average, Afghanistan, AFG
25.540234, 2080-2099, ccsm4, Feb Average, Afghanistan, AFG
35.116516, 2080-2099, ccsm4, Mar Average, Afghanistan, AFG
32.751713, 2080-2099, ccsm4, Apr Average, Afghanistan, AFG
23.320267, 2080-2099, ccsm4, May Average, Afghanistan, AFG
8.284233, 2080-2099, ccsm4, Jun Average, Afghanistan, AFG
24.166344, 2080-2099, ccsm4, Jul Average, Afghanistan, AFG
24.943779, 2080-2099, ccsm4, Aug Average, Afghanistan, AFG
17.092592, 2080-2099, ccsm4, Sep Average, Afghanistan, AFG
8.096854, 2080-2099, ccsm4, Oct Average, Afghanistan, AFG
28.327461, 2080-2099, ccsm4, Nov Average, Afghanistan, AFG
19.852873, 2080-2099, ccsm4, Dec Average, Afghanistan, AFG
9.955009, 2080-2099, cesm1_cam5, Jan Average, Afghanistan, AFG
