Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
33.18141, 2080-2099, bcc_csm1_1, Jan Average, Afghanistan, AFG
28.81391, 2080-2099, bcc_csm1_1, Feb Average, Afghanistan, AFG
31.62692, 2080-2099, bcc_csm1_1, Mar Average, Afghanistan, AFG
27.242855, 2080-2099, bcc_csm1_1, Apr Average, Afghanistan, AFG
12.725607, 2080-2099, bcc_csm1_1, May Average, Afghanistan, AFG
3.6863632, 2080-2099, bcc_csm1_1, Jun Average, Afghanistan, AFG
5.766866, 2080-2099, bcc_csm1_1, Jul Average, Afghanistan, AFG
3.0147815, 2080-2099, bcc_csm1_1, Aug Average, Afghanistan, AFG
1.1549853, 2080-2099, bcc_csm1_1, Sep Average, Afghanistan, AFG
7.3887157, 2080-2099, bcc_csm1_1, Oct Average, Afghanistan, AFG
28.889362, 2080-2099, bcc_csm1_1, Nov Average, Afghanistan, AFG
34.831673, 2080-2099, bcc_csm1_1, Dec Average, Afghanistan, AFG
26.854511, 2080-2099, bcc_csm1_1_m, Jan Average, Afghanistan, AFG
23.106955, 2080-2099, bcc_csm1_1_m, Feb Average, Afghanistan, AFG
24.146917, 2080-2099, bcc_csm1_1_m, Mar Average, Afghanistan, AFG
26.417257, 2080-2099, bcc_csm1_1_m, Apr Average, Afghanistan, AFG
14.334888, 2080-2099, bcc_csm1_1_m, May Average, Afghanistan, AFG
10.694118, 2080-2099, bcc_csm1_1_m, Jun Average, Afghanistan, AFG
26.360903, 2080-2099, bcc_csm1_1_m, Jul Average, Afghanistan, AFG
23.723093, 2080-2099, bcc_csm1_1_m, Aug Average, Afghanistan, AFG
18.980654, 2080-2099, bcc_csm1_1_m, Sep Average, Afghanistan, AFG
11.033911, 2080-2099, bcc_csm1_1_m, Oct Average, Afghanistan, AFG
19.278461, 2080-2099, bcc_csm1_1_m, Nov Average, Afghanistan, AFG
22.617565, 2080-2099, bcc_csm1_1_m, Dec Average, Afghanistan, AFG
18.349129, 2080-2099, ccsm4, Jan Average, Afghanistan, AFG
23.923222, 2080-2099, ccsm4, Feb Average, Afghanistan, AFG
39.93698, 2080-2099, ccsm4, Mar Average, Afghanistan, AFG
40.624165, 2080-2099, ccsm4, Apr Average, Afghanistan, AFG
24.634314, 2080-2099, ccsm4, May Average, Afghanistan, AFG
7.622555, 2080-2099, ccsm4, Jun Average, Afghanistan, AFG
21.026592, 2080-2099, ccsm4, Jul Average, Afghanistan, AFG
28.542404, 2080-2099, ccsm4, Aug Average, Afghanistan, AFG
20.204697, 2080-2099, ccsm4, Sep Average, Afghanistan, AFG
11.89426, 2080-2099, ccsm4, Oct Average, Afghanistan, AFG
26.320621, 2080-2099, ccsm4, Nov Average, Afghanistan, AFG
24.11548, 2080-2099, ccsm4, Dec Average, Afghanistan, AFG
16.770641, 2080-2099, cesm1_cam5, Jan Average, Afghanistan, AFG
21.339804, 2080-2099, cesm1_cam5, Feb Average, Afghanistan, AFG
37.442413, 2080-2099, cesm1_cam5, Mar Average, Afghanistan, AFG
41.53312, 2080-2099, cesm1_cam5, Apr Average, Afghanistan, AFG
27.106405, 2080-2099, cesm1_cam5, May Average, Afghanistan, AFG
14.908457, 2080-2099, cesm1_cam5, Jun Average, Afghanistan, AFG
13.184087, 2080-2099, cesm1_cam5, Jul Average, Afghanistan, AFG
12.846156, 2080-2099, cesm1_cam5, Aug Average, Afghanistan, AFG
8.988943, 2080-2099, cesm1_cam5, Sep Average, Afghanistan, AFG
6.8423877, 2080-2099, cesm1_cam5, Oct Average, Afghanistan, AFG
20.876799, 2080-2099, cesm1_cam5, Nov Average, Afghanistan, AFG
17.212719, 2080-2099, cesm1_cam5, Dec Average, Afghanistan, AFG
5.8211594, 2080-2099, csiro_mk3_6_0, Jan Average, Afghanistan, AFG
9.552192, 2080-2099, csiro_mk3_6_0, Feb Average, Afghanistan, AFG
25.472578, 2080-2099, csiro_mk3_6_0, Mar Average, Afghanistan, AFG
32.934643, 2080-2099, csiro_mk3_6_0, Apr Average, Afghanistan, AFG
15.241274, 2080-2099, csiro_mk3_6_0, May Average, Afghanistan, AFG
3.2193289, 2080-2099, csiro_mk3_6_0, Jun Average, Afghanistan, AFG
1.2351516, 2080-2099, csiro_mk3_6_0, Jul Average, Afghanistan, AFG
1.7186384, 2080-2099, csiro_mk3_6_0, Aug Average, Afghanistan, AFG
1.0208994, 2080-2099, csiro_mk3_6_0, Sep Average, Afghanistan, AFG
5.5552545, 2080-2099, csiro_mk3_6_0, Oct Average, Afghanistan, AFG
12.375924, 2080-2099, csiro_mk3_6_0, Nov Average, Afghanistan, AFG
4.341717, 2080-2099, csiro_mk3_6_0, Dec Average, Afghanistan, AFG
25.357344, 2080-2099, fio_esm, Jan Average, Afghanistan, AFG
21.658554, 2080-2099, fio_esm, Feb Average, Afghanistan, AFG
18.452467, 2080-2099, fio_esm, Mar Average, Afghanistan, AFG
22.819172, 2080-2099, fio_esm, Apr Average, Afghanistan, AFG
22.820877, 2080-2099, fio_esm, May Average, Afghanistan, AFG
12.219751, 2080-2099, fio_esm, Jun Average, Afghanistan, AFG
3.6883903, 2080-2099, fio_esm, Jul Average, Afghanistan, AFG
10.718823, 2080-2099, fio_esm, Aug Average, Afghanistan, AFG
5.4347405, 2080-2099, fio_esm, Sep Average, Afghanistan, AFG
8.499463, 2080-2099, fio_esm, Oct Average, Afghanistan, AFG
27.751686, 2080-2099, fio_esm, Nov Average, Afghanistan, AFG
26.51038, 2080-2099, fio_esm, Dec Average, Afghanistan, AFG
33.536297, 2080-2099, gfdl_cm3, Jan Average, Afghanistan, AFG
38.202473, 2080-2099, gfdl_cm3, Feb Average, Afghanistan, AFG
49.85645, 2080-2099, gfdl_cm3, Mar Average, Afghanistan, AFG
55.86716, 2080-2099, gfdl_cm3, Apr Average, Afghanistan, AFG
33.25056, 2080-2099, gfdl_cm3, May Average, Afghanistan, AFG
8.759548, 2080-2099, gfdl_cm3, Jun Average, Afghanistan, AFG
4.9948893, 2080-2099, gfdl_cm3, Jul Average, Afghanistan, AFG
4.9152427, 2080-2099, gfdl_cm3, Aug Average, Afghanistan, AFG
5.1342783, 2080-2099, gfdl_cm3, Sep Average, Afghanistan, AFG
11.522181, 2080-2099, gfdl_cm3, Oct Average, Afghanistan, AFG
24.047474, 2080-2099, gfdl_cm3, Nov Average, Afghanistan, AFG
32.594078, 2080-2099, gfdl_cm3, Dec Average, Afghanistan, AFG
13.363463, 2080-2099, gfdl_esm2m, Jan Average, Afghanistan, AFG
18.847164, 2080-2099, gfdl_esm2m, Feb Average, Afghanistan, AFG
28.24843, 2080-2099, gfdl_esm2m, Mar Average, Afghanistan, AFG
40.870068, 2080-2099, gfdl_esm2m, Apr Average, Afghanistan, AFG
23.058733, 2080-2099, gfdl_esm2m, May Average, Afghanistan, AFG
3.7720912, 2080-2099, gfdl_esm2m, Jun Average, Afghanistan, AFG
0.5766769, 2080-2099, gfdl_esm2m, Jul Average, Afghanistan, AFG
0.39780986, 2080-2099, gfdl_esm2m, Aug Average, Afghanistan, AFG
4.6313543, 2080-2099, gfdl_esm2m, Sep Average, Afghanistan, AFG
10.544655, 2080-2099, gfdl_esm2m, Oct Average, Afghanistan, AFG
25.298693, 2080-2099, gfdl_esm2m, Nov Average, Afghanistan, AFG
17.882994, 2080-2099, gfdl_esm2m, Dec Average, Afghanistan, AFG
33.189373, 2080-2099, giss_e2_h, Jan Average, Afghanistan, AFG
33.030006, 2080-2099, giss_e2_h, Feb Average, Afghanistan, AFG
44.365505, 2080-2099, giss_e2_h, Mar Average, Afghanistan, AFG
50.21069, 2080-2099, giss_e2_h, Apr Average, Afghanistan, AFG
36.085186, 2080-2099, giss_e2_h, May Average, Afghanistan, AFG
33.312393, 2080-2099, giss_e2_h, Jun Average, Afghanistan, AFG
33.889404, 2080-2099, giss_e2_h, Jul Average, Afghanistan, AFG
23.72936, 2080-2099, giss_e2_h, Aug Average, Afghanistan, AFG
12.879109, 2080-2099, giss_e2_h, Sep Average, Afghanistan, AFG
19.604296, 2080-2099, giss_e2_h, Oct Average, Afghanistan, AFG
28.494596, 2080-2099, giss_e2_h, Nov Average, Afghanistan, AFG
30.778456, 2080-2099, giss_e2_h, Dec Average, Afghanistan, AFG
42.352497, 2080-2099, giss_e2_r, Jan Average, Afghanistan, AFG
44.23784, 2080-2099, giss_e2_r, Feb Average, Afghanistan, AFG
51.305958, 2080-2099, giss_e2_r, Mar Average, Afghanistan, AFG
54.26961, 2080-2099, giss_e2_r, Apr Average, Afghanistan, AFG
38.38468, 2080-2099, giss_e2_r, May Average, Afghanistan, AFG
35.939842, 2080-2099, giss_e2_r, Jun Average, Afghanistan, AFG
23.65151, 2080-2099, giss_e2_r, Jul Average, Afghanistan, AFG
16.653141, 2080-2099, giss_e2_r, Aug Average, Afghanistan, AFG
12.248034, 2080-2099, giss_e2_r, Sep Average, Afghanistan, AFG
30.057066, 2080-2099, giss_e2_r, Oct Average, Afghanistan, AFG
50.149147, 2080-2099, giss_e2_r, Nov Average, Afghanistan, AFG
40.179127, 2080-2099, giss_e2_r, Dec Average, Afghanistan, AFG
16.232483, 2080-2099, ipsl_cm5a_mr, Jan Average, Afghanistan, AFG
20.738264, 2080-2099, ipsl_cm5a_mr, Feb Average, Afghanistan, AFG
22.47538, 2080-2099, ipsl_cm5a_mr, Mar Average, Afghanistan, AFG
16.458485, 2080-2099, ipsl_cm5a_mr, Apr Average, Afghanistan, AFG
8.042606, 2080-2099, ipsl_cm5a_mr, May Average, Afghanistan, AFG
6.47249, 2080-2099, ipsl_cm5a_mr, Jun Average, Afghanistan, AFG
4.837289, 2080-2099, ipsl_cm5a_mr, Jul Average, Afghanistan, AFG
3.8237224, 2080-2099, ipsl_cm5a_mr, Aug Average, Afghanistan, AFG
3.50865, 2080-2099, ipsl_cm5a_mr, Sep Average, Afghanistan, AFG
1.9946026, 2080-2099, ipsl_cm5a_mr, Oct Average, Afghanistan, AFG
9.035425, 2080-2099, ipsl_cm5a_mr, Nov Average, Afghanistan, AFG
15.667901, 2080-2099, ipsl_cm5a_mr, Dec Average, Afghanistan, AFG
28.672142, 2080-2099, miroc_esm, Jan Average, Afghanistan, AFG
26.492256, 2080-2099, miroc_esm, Feb Average, Afghanistan, AFG
46.18621, 2080-2099, miroc_esm, Mar Average, Afghanistan, AFG
46.815907, 2080-2099, miroc_esm, Apr Average, Afghanistan, AFG
51.82641, 2080-2099, miroc_esm, May Average, Afghanistan, AFG
31.499489, 2080-2099, miroc_esm, Jun Average, Afghanistan, AFG
25.385975, 2080-2099, miroc_esm, Jul Average, Afghanistan, AFG
36.832752, 2080-2099, miroc_esm, Aug Average, Afghanistan, AFG
32.407814, 2080-2099, miroc_esm, Sep Average, Afghanistan, AFG
27.74341, 2080-2099, miroc_esm, Oct Average, Afghanistan, AFG
17.387983, 2080-2099, miroc_esm, Nov Average, Afghanistan, AFG
29.997368, 2080-2099, miroc_esm, Dec Average, Afghanistan, AFG
25.040697, 2080-2099, miroc_esm_chem, Jan Average, Afghanistan, AFG
27.137234, 2080-2099, miroc_esm_chem, Feb Average, Afghanistan, AFG
32.432728, 2080-2099, miroc_esm_chem, Mar Average, Afghanistan, AFG
64.75638, 2080-2099, miroc_esm_chem, Apr Average, Afghanistan, AFG
50.303112, 2080-2099, miroc_esm_chem, May Average, Afghanistan, AFG
31.380322, 2080-2099, miroc_esm_chem, Jun Average, Afghanistan, AFG
33.123898, 2080-2099, miroc_esm_chem, Jul Average, Afghanistan, AFG
33.328476, 2080-2099, miroc_esm_chem, Aug Average, Afghanistan, AFG
23.99044, 2080-2099, miroc_esm_chem, Sep Average, Afghanistan, AFG
22.26912, 2080-2099, miroc_esm_chem, Oct Average, Afghanistan, AFG
11.804162, 2080-2099, miroc_esm_chem, Nov Average, Afghanistan, AFG
18.361408, 2080-2099, miroc_esm_chem, Dec Average, Afghanistan, AFG
77.67724, 2080-2099, miroc5, Jan Average, Afghanistan, AFG
89.972404, 2080-2099, miroc5, Feb Average, Afghanistan, AFG
112.24027, 2080-2099, miroc5, Mar Average, Afghanistan, AFG
121.18532, 2080-2099, miroc5, Apr Average, Afghanistan, AFG
53.790405, 2080-2099, miroc5, May Average, Afghanistan, AFG
12.994666, 2080-2099, miroc5, Jun Average, Afghanistan, AFG
2.401391, 2080-2099, miroc5, Jul Average, Afghanistan, AFG
1.3716757, 2080-2099, miroc5, Aug Average, Afghanistan, AFG
4.0845165, 2080-2099, miroc5, Sep Average, Afghanistan, AFG
14.19657, 2080-2099, miroc5, Oct Average, Afghanistan, AFG
22.174828, 2080-2099, miroc5, Nov Average, Afghanistan, AFG
52.782402, 2080-2099, miroc5, Dec Average, Afghanistan, AFG
32.606575, 2080-2099, mri_cgcm3, Jan Average, Afghanistan, AFG
35.06264, 2080-2099, mri_cgcm3, Feb Average, Afghanistan, AFG
59.23898, 2080-2099, mri_cgcm3, Mar Average, Afghanistan, AFG
70.216415, 2080-2099, mri_cgcm3, Apr Average, Afghanistan, AFG
62.886543, 2080-2099, mri_cgcm3, May Average, Afghanistan, AFG
31.807394, 2080-2099, mri_cgcm3, Jun Average, Afghanistan, AFG
6.96573, 2080-2099, mri_cgcm3, Jul Average, Afghanistan, AFG
7.7046275, 2080-2099, mri_cgcm3, Aug Average, Afghanistan, AFG
7.9074383, 2080-2099, mri_cgcm3, Sep Average, Afghanistan, AFG
33.754925, 2080-2099, mri_cgcm3, Oct Average, Afghanistan, AFG
38.45833, 2080-2099, mri_cgcm3, Nov Average, Afghanistan, AFG
32.574078, 2080-2099, mri_cgcm3, Dec Average, Afghanistan, AFG
22.754427, 2080-2099, noresm1_m, Jan Average, Afghanistan, AFG
24.138685, 2080-2099, noresm1_m, Feb Average, Afghanistan, AFG
36.46876, 2080-2099, noresm1_m, Mar Average, Afghanistan, AFG
32.07512, 2080-2099, noresm1_m, Apr Average, Afghanistan, AFG
21.276543, 2080-2099, noresm1_m, May Average, Afghanistan, AFG
3.614489, 2080-2099, noresm1_m, Jun Average, Afghanistan, AFG
6.058996, 2080-2099, noresm1_m, Jul Average, Afghanistan, AFG
8.322365, 2080-2099, noresm1_m, Aug Average, Afghanistan, AFG
5.6677227, 2080-2099, noresm1_m, Sep Average, Afghanistan, AFG
8.013946, 2080-2099, noresm1_m, Oct Average, Afghanistan, AFG
12.964782, 2080-2099, noresm1_m, Nov Average, Afghanistan, AFG
21.662224, 2080-2099, noresm1_m, Dec Average, Afghanistan, AFG
84.863335, 2080-2099, bcc_csm1_1, Jan Average, Albania, ALB
58.72878, 2080-2099, bcc_csm1_1, Feb Average, Albania, ALB
42.004776, 2080-2099, bcc_csm1_1, Mar Average, Albania, ALB
39.446846, 2080-2099, bcc_csm1_1, Apr Average, Albania, ALB
34.673923, 2080-2099, bcc_csm1_1, May Average, Albania, ALB
25.194561, 2080-2099, bcc_csm1_1, Jun Average, Albania, ALB
8.924773, 2080-2099, bcc_csm1_1, Jul Average, Albania, ALB
18.722645, 2080-2099, bcc_csm1_1, Aug Average, Albania, ALB
33.479446, 2080-2099, bcc_csm1_1, Sep Average, Albania, ALB
86.36049, 2080-2099, bcc_csm1_1, Oct Average, Albania, ALB
93.54175, 2080-2099, bcc_csm1_1, Nov Average, Albania, ALB
101.76658, 2080-2099, bcc_csm1_1, Dec Average, Albania, ALB
99.73799, 2080-2099, bcc_csm1_1_m, Jan Average, Albania, ALB
73.006584, 2080-2099, bcc_csm1_1_m, Feb Average, Albania, ALB
56.0784, 2080-2099, bcc_csm1_1_m, Mar Average, Albania, ALB
52.16696, 2080-2099, bcc_csm1_1_m, Apr Average, Albania, ALB
22.619938, 2080-2099, bcc_csm1_1_m, May Average, Albania, ALB
16.717415, 2080-2099, bcc_csm1_1_m, Jun Average, Albania, ALB
7.9189773, 2080-2099, bcc_csm1_1_m, Jul Average, Albania, ALB
7.9090166, 2080-2099, bcc_csm1_1_m, Aug Average, Albania, ALB
36.15235, 2080-2099, bcc_csm1_1_m, Sep Average, Albania, ALB
70.64853, 2080-2099, bcc_csm1_1_m, Oct Average, Albania, ALB
113.09949, 2080-2099, bcc_csm1_1_m, Nov Average, Albania, ALB
92.293236, 2080-2099, bcc_csm1_1_m, Dec Average, Albania, ALB
100.93657, 2080-2099, ccsm4, Jan Average, Albania, ALB
73.00937, 2080-2099, ccsm4, Feb Average, Albania, ALB
66.56083, 2080-2099, ccsm4, Mar Average, Albania, ALB
57.003025, 2080-2099, ccsm4, Apr Average, Albania, ALB
53.598244, 2080-2099, ccsm4, May Average, Albania, ALB
33.48929, 2080-2099, ccsm4, Jun Average, Albania, ALB
11.735585, 2080-2099, ccsm4, Jul Average, Albania, ALB
14.856681, 2080-2099, ccsm4, Aug Average, Albania, ALB
33.366985, 2080-2099, ccsm4, Sep Average, Albania, ALB
95.50344, 2080-2099, ccsm4, Oct Average, Albania, ALB
106.07959, 2080-2099, ccsm4, Nov Average, Albania, ALB
122.59332, 2080-2099, ccsm4, Dec Average, Albania, ALB
117.41159, 2080-2099, cesm1_cam5, Jan Average, Albania, ALB
85.77134, 2080-2099, cesm1_cam5, Feb Average, Albania, ALB
64.85635, 2080-2099, cesm1_cam5, Mar Average, Albania, ALB
