Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
3.5323293, 2080-2099, bcc_csm1_1, Jan Average, Afghanistan, AFG
4.0624123, 2080-2099, bcc_csm1_1, Feb Average, Afghanistan, AFG
10.1256, 2080-2099, bcc_csm1_1, Mar Average, Afghanistan, AFG
17.136993, 2080-2099, bcc_csm1_1, Apr Average, Afghanistan, AFG
23.667408, 2080-2099, bcc_csm1_1, May Average, Afghanistan, AFG
29.256487, 2080-2099, bcc_csm1_1, Jun Average, Afghanistan, AFG
31.934958, 2080-2099, bcc_csm1_1, Jul Average, Afghanistan, AFG
30.879347, 2080-2099, bcc_csm1_1, Aug Average, Afghanistan, AFG
25.92477, 2080-2099, bcc_csm1_1, Sep Average, Afghanistan, AFG
18.620205, 2080-2099, bcc_csm1_1, Oct Average, Afghanistan, AFG
10.863046, 2080-2099, bcc_csm1_1, Nov Average, Afghanistan, AFG
4.9855285, 2080-2099, bcc_csm1_1, Dec Average, Afghanistan, AFG
3.7103264, 2080-2099, bcc_csm1_1_m, Jan Average, Afghanistan, AFG
6.228103, 2080-2099, bcc_csm1_1_m, Feb Average, Afghanistan, AFG
12.311363, 2080-2099, bcc_csm1_1_m, Mar Average, Afghanistan, AFG
18.582226, 2080-2099, bcc_csm1_1_m, Apr Average, Afghanistan, AFG
24.646067, 2080-2099, bcc_csm1_1_m, May Average, Afghanistan, AFG
30.015768, 2080-2099, bcc_csm1_1_m, Jun Average, Afghanistan, AFG
31.736551, 2080-2099, bcc_csm1_1_m, Jul Average, Afghanistan, AFG
31.087301, 2080-2099, bcc_csm1_1_m, Aug Average, Afghanistan, AFG
25.836702, 2080-2099, bcc_csm1_1_m, Sep Average, Afghanistan, AFG
18.503296, 2080-2099, bcc_csm1_1_m, Oct Average, Afghanistan, AFG
11.872234, 2080-2099, bcc_csm1_1_m, Nov Average, Afghanistan, AFG
5.992016, 2080-2099, bcc_csm1_1_m, Dec Average, Afghanistan, AFG
4.353386, 2080-2099, ccsm4, Jan Average, Afghanistan, AFG
5.5895867, 2080-2099, ccsm4, Feb Average, Afghanistan, AFG
10.472295, 2080-2099, ccsm4, Mar Average, Afghanistan, AFG
16.689535, 2080-2099, ccsm4, Apr Average, Afghanistan, AFG
24.302347, 2080-2099, ccsm4, May Average, Afghanistan, AFG
29.850286, 2080-2099, ccsm4, Jun Average, Afghanistan, AFG
32.11854, 2080-2099, ccsm4, Jul Average, Afghanistan, AFG
31.149002, 2080-2099, ccsm4, Aug Average, Afghanistan, AFG
25.487556, 2080-2099, ccsm4, Sep Average, Afghanistan, AFG
18.2844, 2080-2099, ccsm4, Oct Average, Afghanistan, AFG
11.841057, 2080-2099, ccsm4, Nov Average, Afghanistan, AFG
5.6852145, 2080-2099, ccsm4, Dec Average, Afghanistan, AFG
4.7564197, 2080-2099, cesm1_cam5, Jan Average, Afghanistan, AFG
6.2903023, 2080-2099, cesm1_cam5, Feb Average, Afghanistan, AFG
12.797783, 2080-2099, cesm1_cam5, Mar Average, Afghanistan, AFG
19.40204, 2080-2099, cesm1_cam5, Apr Average, Afghanistan, AFG
25.863655, 2080-2099, cesm1_cam5, May Average, Afghanistan, AFG
31.098352, 2080-2099, cesm1_cam5, Jun Average, Afghanistan, AFG
33.238678, 2080-2099, cesm1_cam5, Jul Average, Afghanistan, AFG
31.994976, 2080-2099, cesm1_cam5, Aug Average, Afghanistan, AFG
27.08442, 2080-2099, cesm1_cam5, Sep Average, Afghanistan, AFG
20.137638, 2080-2099, cesm1_cam5, Oct Average, Afghanistan, AFG
12.300497, 2080-2099, cesm1_cam5, Nov Average, Afghanistan, AFG
6.344328, 2080-2099, cesm1_cam5, Dec Average, Afghanistan, AFG
2.1302445, 2080-2099, csiro_mk3_6_0, Jan Average, Afghanistan, AFG
6.725279, 2080-2099, csiro_mk3_6_0, Feb Average, Afghanistan, AFG
11.934226, 2080-2099, csiro_mk3_6_0, Mar Average, Afghanistan, AFG
17.42041, 2080-2099, csiro_mk3_6_0, Apr Average, Afghanistan, AFG
24.552883, 2080-2099, csiro_mk3_6_0, May Average, Afghanistan, AFG
29.614454, 2080-2099, csiro_mk3_6_0, Jun Average, Afghanistan, AFG
31.59694, 2080-2099, csiro_mk3_6_0, Jul Average, Afghanistan, AFG
29.798307, 2080-2099, csiro_mk3_6_0, Aug Average, Afghanistan, AFG
23.47972, 2080-2099, csiro_mk3_6_0, Sep Average, Afghanistan, AFG
16.506006, 2080-2099, csiro_mk3_6_0, Oct Average, Afghanistan, AFG
9.050282, 2080-2099, csiro_mk3_6_0, Nov Average, Afghanistan, AFG
3.2592442, 2080-2099, csiro_mk3_6_0, Dec Average, Afghanistan, AFG
5.7718515, 2080-2099, fio_esm, Jan Average, Afghanistan, AFG
7.734447, 2080-2099, fio_esm, Feb Average, Afghanistan, AFG
12.365414, 2080-2099, fio_esm, Mar Average, Afghanistan, AFG
17.44906, 2080-2099, fio_esm, Apr Average, Afghanistan, AFG
23.206371, 2080-2099, fio_esm, May Average, Afghanistan, AFG
28.731852, 2080-2099, fio_esm, Jun Average, Afghanistan, AFG
31.07114, 2080-2099, fio_esm, Jul Average, Afghanistan, AFG
30.262068, 2080-2099, fio_esm, Aug Average, Afghanistan, AFG
25.61822, 2080-2099, fio_esm, Sep Average, Afghanistan, AFG
19.76442, 2080-2099, fio_esm, Oct Average, Afghanistan, AFG
12.135548, 2080-2099, fio_esm, Nov Average, Afghanistan, AFG
7.118027, 2080-2099, fio_esm, Dec Average, Afghanistan, AFG
3.4205937, 2080-2099, gfdl_cm3, Jan Average, Afghanistan, AFG
4.6423407, 2080-2099, gfdl_cm3, Feb Average, Afghanistan, AFG
10.347046, 2080-2099, gfdl_cm3, Mar Average, Afghanistan, AFG
17.285797, 2080-2099, gfdl_cm3, Apr Average, Afghanistan, AFG
23.620813, 2080-2099, gfdl_cm3, May Average, Afghanistan, AFG
30.060722, 2080-2099, gfdl_cm3, Jun Average, Afghanistan, AFG
33.5798, 2080-2099, gfdl_cm3, Jul Average, Afghanistan, AFG
