Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
135.72165, 2080-2099, miroc_esm_chem, Jul Average, Sao Tome and Principe, STP
85.6046, 2080-2099, miroc_esm_chem, Aug Average, Sao Tome and Principe, STP
99.12502, 2080-2099, miroc_esm_chem, Sep Average, Sao Tome and Principe, STP
220.65373, 2080-2099, miroc_esm_chem, Oct Average, Sao Tome and Principe, STP
285.44458, 2080-2099, miroc_esm_chem, Nov Average, Sao Tome and Principe, STP
228.06625, 2080-2099, miroc_esm_chem, Dec Average, Sao Tome and Principe, STP
72.06105, 2080-2099, miroc5, Jan Average, Sao Tome and Principe, STP
87.59519, 2080-2099, miroc5, Feb Average, Sao Tome and Principe, STP
194.77539, 2080-2099, miroc5, Mar Average, Sao Tome and Principe, STP
211.29591, 2080-2099, miroc5, Apr Average, Sao Tome and Principe, STP
186.28181, 2080-2099, miroc5, May Average, Sao Tome and Principe, STP
151.32932, 2080-2099, miroc5, Jun Average, Sao Tome and Principe, STP
96.89023, 2080-2099, miroc5, Jul Average, Sao Tome and Principe, STP
35.40063, 2080-2099, miroc5, Aug Average, Sao Tome and Principe, STP
66.4595, 2080-2099, miroc5, Sep Average, Sao Tome and Principe, STP
201.35376, 2080-2099, miroc5, Oct Average, Sao Tome and Principe, STP
238.60574, 2080-2099, miroc5, Nov Average, Sao Tome and Principe, STP
138.8023, 2080-2099, miroc5, Dec Average, Sao Tome and Principe, STP
5.6899867, 2080-2099, mri_cgcm3, Jan Average, Sao Tome and Principe, STP
23.058392, 2080-2099, mri_cgcm3, Feb Average, Sao Tome and Principe, STP
82.62445, 2080-2099, mri_cgcm3, Mar Average, Sao Tome and Principe, STP
