Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
3.3233013, 2080-2099, bcc_csm1_1, Jan Average, Denmark, DNK
2.239899, 2080-2099, bcc_csm1_1, Feb Average, Denmark, DNK
3.3199418, 2080-2099, bcc_csm1_1, Mar Average, Denmark, DNK
5.5264316, 2080-2099, bcc_csm1_1, Apr Average, Denmark, DNK
9.432207, 2080-2099, bcc_csm1_1, May Average, Denmark, DNK
13.164444, 2080-2099, bcc_csm1_1, Jun Average, Denmark, DNK
15.268619, 2080-2099, bcc_csm1_1, Jul Average, Denmark, DNK
14.895463, 2080-2099, bcc_csm1_1, Aug Average, Denmark, DNK
12.994, 2080-2099, bcc_csm1_1, Sep Average, Denmark, DNK
10.168259, 2080-2099, bcc_csm1_1, Oct Average, Denmark, DNK
6.822144, 2080-2099, bcc_csm1_1, Nov Average, Denmark, DNK
4.093293, 2080-2099, bcc_csm1_1, Dec Average, Denmark, DNK
4.1032248, 2080-2099, bcc_csm1_1_m, Jan Average, Denmark, DNK
3.6952744, 2080-2099, bcc_csm1_1_m, Feb Average, Denmark, DNK
4.208211, 2080-2099, bcc_csm1_1_m, Mar Average, Denmark, DNK
5.8517976, 2080-2099, bcc_csm1_1_m, Apr Average, Denmark, DNK
8.938847, 2080-2099, bcc_csm1_1_m, May Average, Denmark, DNK
12.562877, 2080-2099, bcc_csm1_1_m, Jun Average, Denmark, DNK
14.720513, 2080-2099, bcc_csm1_1_m, Jul Average, Denmark, DNK
14.984117, 2080-2099, bcc_csm1_1_m, Aug Average, Denmark, DNK
13.52218, 2080-2099, bcc_csm1_1_m, Sep Average, Denmark, DNK
10.571423, 2080-2099, bcc_csm1_1_m, Oct Average, Denmark, DNK
7.518804, 2080-2099, bcc_csm1_1_m, Nov Average, Denmark, DNK
5.773449, 2080-2099, bcc_csm1_1_m, Dec Average, Denmark, DNK
5.288644, 2080-2099, ccsm4, Jan Average, Denmark, DNK
5.0472717, 2080-2099, ccsm4, Feb Average, Denmark, DNK
6.3584957, 2080-2099, ccsm4, Mar Average, Denmark, DNK
9.062983, 2080-2099, ccsm4, Apr Average, Denmark, DNK
12.803443, 2080-2099, ccsm4, May Average, Denmark, DNK
16.195297, 2080-2099, ccsm4, Jun Average, Denmark, DNK
18.557642, 2080-2099, ccsm4, Jul Average, Denmark, DNK
19.133799, 2080-2099, ccsm4, Aug Average, Denmark, DNK
16.802383, 2080-2099, ccsm4, Sep Average, Denmark, DNK
13.109581, 2080-2099, ccsm4, Oct Average, Denmark, DNK
9.727446, 2080-2099, ccsm4, Nov Average, Denmark, DNK
6.6364956, 2080-2099, ccsm4, Dec Average, Denmark, DNK
5.5697074, 2080-2099, cesm1_cam5, Jan Average, Denmark, DNK
5.6198497, 2080-2099, cesm1_cam5, Feb Average, Denmark, DNK
6.5491543, 2080-2099, cesm1_cam5, Mar Average, Denmark, DNK
9.388436, 2080-2099, cesm1_cam5, Apr Average, Denmark, DNK
12.859938, 2080-2099, cesm1_cam5, May Average, Denmark, DNK
16.449451, 2080-2099, cesm1_cam5, Jun Average, Denmark, DNK
19.025805, 2080-2099, cesm1_cam5, Jul Average, Denmark, DNK
19.154821, 2080-2099, cesm1_cam5, Aug Average, Denmark, DNK
16.511517, 2080-2099, cesm1_cam5, Sep Average, Denmark, DNK
13.368022, 2080-2099, cesm1_cam5, Oct Average, Denmark, DNK
