Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
-0.45184693, 2080-2099, bcc_csm1_1, Jan Average, Afghanistan, AFG
2.3652651, 2080-2099, bcc_csm1_1, Feb Average, Afghanistan, AFG
7.460405, 2080-2099, bcc_csm1_1, Mar Average, Afghanistan, AFG
13.780249, 2080-2099, bcc_csm1_1, Apr Average, Afghanistan, AFG
20.008049, 2080-2099, bcc_csm1_1, May Average, Afghanistan, AFG
25.48839, 2080-2099, bcc_csm1_1, Jun Average, Afghanistan, AFG
28.1058, 2080-2099, bcc_csm1_1, Jul Average, Afghanistan, AFG
25.612703, 2080-2099, bcc_csm1_1, Aug Average, Afghanistan, AFG
21.393429, 2080-2099, bcc_csm1_1, Sep Average, Afghanistan, AFG
14.64455, 2080-2099, bcc_csm1_1, Oct Average, Afghanistan, AFG
6.4000373, 2080-2099, bcc_csm1_1, Nov Average, Afghanistan, AFG
0.36942405, 2080-2099, bcc_csm1_1, Dec Average, Afghanistan, AFG
-0.44976234, 2080-2099, bcc_csm1_1_m, Jan Average, Afghanistan, AFG
2.7265134, 2080-2099, bcc_csm1_1_m, Feb Average, Afghanistan, AFG
7.6934295, 2080-2099, bcc_csm1_1_m, Mar Average, Afghanistan, AFG
13.527373, 2080-2099, bcc_csm1_1_m, Apr Average, Afghanistan, AFG
20.358622, 2080-2099, bcc_csm1_1_m, May Average, Afghanistan, AFG
25.81206, 2080-2099, bcc_csm1_1_m, Jun Average, Afghanistan, AFG
28.332415, 2080-2099, bcc_csm1_1_m, Jul Average, Afghanistan, AFG
26.514841, 2080-2099, bcc_csm1_1_m, Aug Average, Afghanistan, AFG
21.856142, 2080-2099, bcc_csm1_1_m, Sep Average, Afghanistan, AFG
15.083689, 2080-2099, bcc_csm1_1_m, Oct Average, Afghanistan, AFG
7.714397, 2080-2099, bcc_csm1_1_m, Nov Average, Afghanistan, AFG
2.6086645, 2080-2099, bcc_csm1_1_m, Dec Average, Afghanistan, AFG
0.15875395, 2080-2099, ccsm4, Jan Average, Afghanistan, AFG
2.632306, 2080-2099, ccsm4, Feb Average, Afghanistan, AFG
7.0169854, 2080-2099, ccsm4, Mar Average, Afghanistan, AFG
13.623574, 2080-2099, ccsm4, Apr Average, Afghanistan, AFG
20.355524, 2080-2099, ccsm4, May Average, Afghanistan, AFG
25.832993, 2080-2099, ccsm4, Jun Average, Afghanistan, AFG
28.181194, 2080-2099, ccsm4, Jul Average, Afghanistan, AFG
26.99181, 2080-2099, ccsm4, Aug Average, Afghanistan, AFG
22.43664, 2080-2099, ccsm4, Sep Average, Afghanistan, AFG
14.54866, 2080-2099, ccsm4, Oct Average, Afghanistan, AFG
