Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
465.61932, 2080-2099, bcc_csm1_1, Jan Average, Samoa, WSM
452.16644, 2080-2099, bcc_csm1_1, Feb Average, Samoa, WSM
318.02823, 2080-2099, bcc_csm1_1, Mar Average, Samoa, WSM
183.83076, 2080-2099, bcc_csm1_1, Apr Average, Samoa, WSM
214.86346, 2080-2099, bcc_csm1_1, May Average, Samoa, WSM
199.25188, 2080-2099, bcc_csm1_1, Jun Average, Samoa, WSM
165.25984, 2080-2099, bcc_csm1_1, Jul Average, Samoa, WSM
186.60022, 2080-2099, bcc_csm1_1, Aug Average, Samoa, WSM
189.5061, 2080-2099, bcc_csm1_1, Sep Average, Samoa, WSM
212.73524, 2080-2099, bcc_csm1_1, Oct Average, Samoa, WSM
251.20874, 2080-2099, bcc_csm1_1, Nov Average, Samoa, WSM
294.8189, 2080-2099, bcc_csm1_1, Dec Average, Samoa, WSM
423.86368, 2080-2099, bcc_csm1_1_m, Jan Average, Samoa, WSM
311.0487, 2080-2099, bcc_csm1_1_m, Feb Average, Samoa, WSM
306.73972, 2080-2099, bcc_csm1_1_m, Mar Average, Samoa, WSM
241.22899, 2080-2099, bcc_csm1_1_m, Apr Average, Samoa, WSM
238.44392, 2080-2099, bcc_csm1_1_m, May Average, Samoa, WSM
241.09421, 2080-2099, bcc_csm1_1_m, Jun Average, Samoa, WSM
196.28908, 2080-2099, bcc_csm1_1_m, Jul Average, Samoa, WSM
220.54898, 2080-2099, bcc_csm1_1_m, Aug Average, Samoa, WSM
186.09889, 2080-2099, bcc_csm1_1_m, Sep Average, Samoa, WSM
303.8729, 2080-2099, bcc_csm1_1_m, Oct Average, Samoa, WSM
217.44907, 2080-2099, bcc_csm1_1_m, Nov Average, Samoa, WSM
265.9202, 2080-2099, bcc_csm1_1_m, Dec Average, Samoa, WSM
234.36913, 2080-2099, ccsm4, Jan Average, Samoa, WSM
274.8332, 2080-2099, ccsm4, Feb Average, Samoa, WSM
266.45776, 2080-2099, ccsm4, Mar Average, Samoa, WSM
220.63031, 2080-2099, ccsm4, Apr Average, Samoa, WSM
258.3821, 2080-2099, ccsm4, May Average, Samoa, WSM
211.93825, 2080-2099, ccsm4, Jun Average, Samoa, WSM
156.03764, 2080-2099, ccsm4, Jul Average, Samoa, WSM
117.05107, 2080-2099, ccsm4, Aug Average, Samoa, WSM
186.32387, 2080-2099, ccsm4, Sep Average, Samoa, WSM
273.02625, 2080-2099, ccsm4, Oct Average, Samoa, WSM
241.70082, 2080-2099, ccsm4, Nov Average, Samoa, WSM
248.91533, 2080-2099, ccsm4, Dec Average, Samoa, WSM
309.45093, 2080-2099, cesm1_cam5, Jan Average, Samoa, WSM
290.61984, 2080-2099, cesm1_cam5, Feb Average, Samoa, WSM
319.80823, 2080-2099, cesm1_cam5, Mar Average, Samoa, WSM
198.11485, 2080-2099, cesm1_cam5, Apr Average, Samoa, WSM
243.10854, 2080-2099, cesm1_cam5, May Average, Samoa, WSM
217.55743, 2080-2099, cesm1_cam5, Jun Average, Samoa, WSM
161.58633, 2080-2099, cesm1_cam5, Jul Average, Samoa, WSM
146.8852, 2080-2099, cesm1_cam5, Aug Average, Samoa, WSM
189.63733, 2080-2099, cesm1_cam5, Sep Average, Samoa, WSM
271.5858, 2080-2099, cesm1_cam5, Oct Average, Samoa, WSM
279.23093, 2080-2099, cesm1_cam5, Nov Average, Samoa, WSM
280.92734, 2080-2099, cesm1_cam5, Dec Average, Samoa, WSM
631.312, 2080-2099, csiro_mk3_6_0, Jan Average, Samoa, WSM
526.35864, 2080-2099, csiro_mk3_6_0, Feb Average, Samoa, WSM
474.60632, 2080-2099, csiro_mk3_6_0, Mar Average, Samoa, WSM
388.14587, 2080-2099, csiro_mk3_6_0, Apr Average, Samoa, WSM
265.62378, 2080-2099, csiro_mk3_6_0, May Average, Samoa, WSM
152.16246, 2080-2099, csiro_mk3_6_0, Jun Average, Samoa, WSM
171.37729, 2080-2099, csiro_mk3_6_0, Jul Average, Samoa, WSM
166.67665, 2080-2099, csiro_mk3_6_0, Aug Average, Samoa, WSM
259.93643, 2080-2099, csiro_mk3_6_0, Sep Average, Samoa, WSM
424.70944, 2080-2099, csiro_mk3_6_0, Oct Average, Samoa, WSM
462.96304, 2080-2099, csiro_mk3_6_0, Nov Average, Samoa, WSM
540.75616, 2080-2099, csiro_mk3_6_0, Dec Average, Samoa, WSM
235.70555, 2080-2099, fio_esm, Jan Average, Samoa, WSM
188.78143, 2080-2099, fio_esm, Feb Average, Samoa, WSM
205.72461, 2080-2099, fio_esm, Mar Average, Samoa, WSM
260.21118, 2080-2099, fio_esm, Apr Average, Samoa, WSM
312.90582, 2080-2099, fio_esm, May Average, Samoa, WSM
243.26651, 2080-2099, fio_esm, Jun Average, Samoa, WSM
198.57155, 2080-2099, fio_esm, Jul Average, Samoa, WSM
153.86525, 2080-2099, fio_esm, Aug Average, Samoa, WSM
150.76785, 2080-2099, fio_esm, Sep Average, Samoa, WSM
195.18108, 2080-2099, fio_esm, Oct Average, Samoa, WSM
211.48706, 2080-2099, fio_esm, Nov Average, Samoa, WSM
220.33195, 2080-2099, fio_esm, Dec Average, Samoa, WSM
358.29678, 2080-2099, gfdl_cm3, Jan Average, Samoa, WSM
380.20032, 2080-2099, gfdl_cm3, Feb Average, Samoa, WSM
418.1942, 2080-2099, gfdl_cm3, Mar Average, Samoa, WSM
275.29938, 2080-2099, gfdl_cm3, Apr Average, Samoa, WSM
307.9534, 2080-2099, gfdl_cm3, May Average, Samoa, WSM
178.66518, 2080-2099, gfdl_cm3, Jun Average, Samoa, WSM
79.81765, 2080-2099, gfdl_cm3, Jul Average, Samoa, WSM
72.3887, 2080-2099, gfdl_cm3, Aug Average, Samoa, WSM
96.12186, 2080-2099, gfdl_cm3, Sep Average, Samoa, WSM
224.03096, 2080-2099, gfdl_cm3, Oct Average, Samoa, WSM
295.82312, 2080-2099, gfdl_cm3, Nov Average, Samoa, WSM
337.94485, 2080-2099, gfdl_cm3, Dec Average, Samoa, WSM
391.4177, 2080-2099, gfdl_esm2m, Jan Average, Samoa, WSM
389.83182, 2080-2099, gfdl_esm2m, Feb Average, Samoa, WSM
473.67355, 2080-2099, gfdl_esm2m, Mar Average, Samoa, WSM
360.91385, 2080-2099, gfdl_esm2m, Apr Average, Samoa, WSM
306.05652, 2080-2099, gfdl_esm2m, May Average, Samoa, WSM
183.35597, 2080-2099, gfdl_esm2m, Jun Average, Samoa, WSM
98.92435, 2080-2099, gfdl_esm2m, Jul Average, Samoa, WSM
81.46661, 2080-2099, gfdl_esm2m, Aug Average, Samoa, WSM
118.342545, 2080-2099, gfdl_esm2m, Sep Average, Samoa, WSM
286.39304, 2080-2099, gfdl_esm2m, Oct Average, Samoa, WSM
356.76346, 2080-2099, gfdl_esm2m, Nov Average, Samoa, WSM
312.20764, 2080-2099, gfdl_esm2m, Dec Average, Samoa, WSM
246.35178, 2080-2099, giss_e2_h, Jan Average, Samoa, WSM
230.49278, 2080-2099, giss_e2_h, Feb Average, Samoa, WSM
261.95767, 2080-2099, giss_e2_h, Mar Average, Samoa, WSM
247.77232, 2080-2099, giss_e2_h, Apr Average, Samoa, WSM
179.48022, 2080-2099, giss_e2_h, May Average, Samoa, WSM
101.8768, 2080-2099, giss_e2_h, Jun Average, Samoa, WSM
50.450066, 2080-2099, giss_e2_h, Jul Average, Samoa, WSM
60.24888, 2080-2099, giss_e2_h, Aug Average, Samoa, WSM
88.76593, 2080-2099, giss_e2_h, Sep Average, Samoa, WSM
107.28164, 2080-2099, giss_e2_h, Oct Average, Samoa, WSM
146.3749, 2080-2099, giss_e2_h, Nov Average, Samoa, WSM
226.72638, 2080-2099, giss_e2_h, Dec Average, Samoa, WSM
232.12239, 2080-2099, giss_e2_r, Jan Average, Samoa, WSM
231.73566, 2080-2099, giss_e2_r, Feb Average, Samoa, WSM
263.62344, 2080-2099, giss_e2_r, Mar Average, Samoa, WSM
244.10083, 2080-2099, giss_e2_r, Apr Average, Samoa, WSM
227.03136, 2080-2099, giss_e2_r, May Average, Samoa, WSM
121.28818, 2080-2099, giss_e2_r, Jun Average, Samoa, WSM
89.41886, 2080-2099, giss_e2_r, Jul Average, Samoa, WSM
76.000946, 2080-2099, giss_e2_r, Aug Average, Samoa, WSM
131.71747, 2080-2099, giss_e2_r, Sep Average, Samoa, WSM
141.56331, 2080-2099, giss_e2_r, Oct Average, Samoa, WSM
172.7986, 2080-2099, giss_e2_r, Nov Average, Samoa, WSM
247.74635, 2080-2099, giss_e2_r, Dec Average, Samoa, WSM
260.28732, 2080-2099, ipsl_cm5a_mr, Jan Average, Samoa, WSM
340.54053, 2080-2099, ipsl_cm5a_mr, Feb Average, Samoa, WSM
340.2204, 2080-2099, ipsl_cm5a_mr, Mar Average, Samoa, WSM
275.0767, 2080-2099, ipsl_cm5a_mr, Apr Average, Samoa, WSM
332.64508, 2080-2099, ipsl_cm5a_mr, May Average, Samoa, WSM
211.76997, 2080-2099, ipsl_cm5a_mr, Jun Average, Samoa, WSM
170.92393, 2080-2099, ipsl_cm5a_mr, Jul Average, Samoa, WSM
94.841995, 2080-2099, ipsl_cm5a_mr, Aug Average, Samoa, WSM
77.199135, 2080-2099, ipsl_cm5a_mr, Sep Average, Samoa, WSM
136.5533, 2080-2099, ipsl_cm5a_mr, Oct Average, Samoa, WSM
205.58289, 2080-2099, ipsl_cm5a_mr, Nov Average, Samoa, WSM
306.3213, 2080-2099, ipsl_cm5a_mr, Dec Average, Samoa, WSM
48.64656, 2080-2099, miroc_esm, Jan Average, Samoa, WSM
49.919285, 2080-2099, miroc_esm, Feb Average, Samoa, WSM
84.39858, 2080-2099, miroc_esm, Mar Average, Samoa, WSM
69.13989, 2080-2099, miroc_esm, Apr Average, Samoa, WSM
46.55814, 2080-2099, miroc_esm, May Average, Samoa, WSM
36.882168, 2080-2099, miroc_esm, Jun Average, Samoa, WSM
23.559093, 2080-2099, miroc_esm, Jul Average, Samoa, WSM
24.866049, 2080-2099, miroc_esm, Aug Average, Samoa, WSM
27.273184, 2080-2099, miroc_esm, Sep Average, Samoa, WSM
28.238201, 2080-2099, miroc_esm, Oct Average, Samoa, WSM
28.328766, 2080-2099, miroc_esm, Nov Average, Samoa, WSM
41.1096, 2080-2099, miroc_esm, Dec Average, Samoa, WSM
48.82959, 2080-2099, miroc_esm_chem, Jan Average, Samoa, WSM
65.69584, 2080-2099, miroc_esm_chem, Feb Average, Samoa, WSM
81.144424, 2080-2099, miroc_esm_chem, Mar Average, Samoa, WSM
67.94949, 2080-2099, miroc_esm_chem, Apr Average, Samoa, WSM
58.658142, 2080-2099, miroc_esm_chem, May Average, Samoa, WSM
30.870907, 2080-2099, miroc_esm_chem, Jun Average, Samoa, WSM
28.074434, 2080-2099, miroc_esm_chem, Jul Average, Samoa, WSM
23.557568, 2080-2099, miroc_esm_chem, Aug Average, Samoa, WSM
33.28764, 2080-2099, miroc_esm_chem, Sep Average, Samoa, WSM
26.098492, 2080-2099, miroc_esm_chem, Oct Average, Samoa, WSM
37.600304, 2080-2099, miroc_esm_chem, Nov Average, Samoa, WSM
46.553116, 2080-2099, miroc_esm_chem, Dec Average, Samoa, WSM
252.54332, 2080-2099, miroc5, Jan Average, Samoa, WSM
233.451, 2080-2099, miroc5, Feb Average, Samoa, WSM
186.24905, 2080-2099, miroc5, Mar Average, Samoa, WSM
160.27051, 2080-2099, miroc5, Apr Average, Samoa, WSM
180.7236, 2080-2099, miroc5, May Average, Samoa, WSM
