Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
14.078342, 2080-2099, bcc_csm1_1, Jan Average, Laos, LAO
8.238686, 2080-2099, bcc_csm1_1, Feb Average, Laos, LAO
19.322718, 2080-2099, bcc_csm1_1, Mar Average, Laos, LAO
62.89783, 2080-2099, bcc_csm1_1, Apr Average, Laos, LAO
235.17403, 2080-2099, bcc_csm1_1, May Average, Laos, LAO
471.7885, 2080-2099, bcc_csm1_1, Jun Average, Laos, LAO
403.90805, 2080-2099, bcc_csm1_1, Jul Average, Laos, LAO
422.14423, 2080-2099, bcc_csm1_1, Aug Average, Laos, LAO
297.85446, 2080-2099, bcc_csm1_1, Sep Average, Laos, LAO
191.38329, 2080-2099, bcc_csm1_1, Oct Average, Laos, LAO
44.60541, 2080-2099, bcc_csm1_1, Nov Average, Laos, LAO
10.693447, 2080-2099, bcc_csm1_1, Dec Average, Laos, LAO
6.6791983, 2080-2099, bcc_csm1_1_m, Jan Average, Laos, LAO
4.6596055, 2080-2099, bcc_csm1_1_m, Feb Average, Laos, LAO
16.186493, 2080-2099, bcc_csm1_1_m, Mar Average, Laos, LAO
45.34602, 2080-2099, bcc_csm1_1_m, Apr Average, Laos, LAO
137.30305, 2080-2099, bcc_csm1_1_m, May Average, Laos, LAO
511.2291, 2080-2099, bcc_csm1_1_m, Jun Average, Laos, LAO
334.2723, 2080-2099, bcc_csm1_1_m, Jul Average, Laos, LAO
324.4115, 2080-2099, bcc_csm1_1_m, Aug Average, Laos, LAO
218.40218, 2080-2099, bcc_csm1_1_m, Sep Average, Laos, LAO
50.339607, 2080-2099, bcc_csm1_1_m, Oct Average, Laos, LAO
17.88673, 2080-2099, bcc_csm1_1_m, Nov Average, Laos, LAO
8.127457, 2080-2099, bcc_csm1_1_m, Dec Average, Laos, LAO
16.331808, 2080-2099, ccsm4, Jan Average, Laos, LAO
11.475893, 2080-2099, ccsm4, Feb Average, Laos, LAO
22.310873, 2080-2099, ccsm4, Mar Average, Laos, LAO
69.85246, 2080-2099, ccsm4, Apr Average, Laos, LAO
212.60046, 2080-2099, ccsm4, May Average, Laos, LAO
258.08276, 2080-2099, ccsm4, Jun Average, Laos, LAO
271.54785, 2080-2099, ccsm4, Jul Average, Laos, LAO
417.92285, 2080-2099, ccsm4, Aug Average, Laos, LAO
278.71027, 2080-2099, ccsm4, Sep Average, Laos, LAO
117.01183, 2080-2099, ccsm4, Oct Average, Laos, LAO
63.285694, 2080-2099, ccsm4, Nov Average, Laos, LAO
30.48293, 2080-2099, ccsm4, Dec Average, Laos, LAO
11.112601, 2080-2099, cesm1_cam5, Jan Average, Laos, LAO
8.925552, 2080-2099, cesm1_cam5, Feb Average, Laos, LAO
20.82535, 2080-2099, cesm1_cam5, Mar Average, Laos, LAO
68.19404, 2080-2099, cesm1_cam5, Apr Average, Laos, LAO
136.26192, 2080-2099, cesm1_cam5, May Average, Laos, LAO
199.50665, 2080-2099, cesm1_cam5, Jun Average, Laos, LAO
282.2255, 2080-2099, cesm1_cam5, Jul Average, Laos, LAO
286.4531, 2080-2099, cesm1_cam5, Aug Average, Laos, LAO
240.90125, 2080-2099, cesm1_cam5, Sep Average, Laos, LAO
