Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
134.69989, 2080-2099, bcc_csm1_1, Jan Average, Denmark, DNK
104.24031, 2080-2099, bcc_csm1_1, Feb Average, Denmark, DNK
89.387856, 2080-2099, bcc_csm1_1, Mar Average, Denmark, DNK
72.22921, 2080-2099, bcc_csm1_1, Apr Average, Denmark, DNK
55.31601, 2080-2099, bcc_csm1_1, May Average, Denmark, DNK
44.288105, 2080-2099, bcc_csm1_1, Jun Average, Denmark, DNK
29.18137, 2080-2099, bcc_csm1_1, Jul Average, Denmark, DNK
32.957977, 2080-2099, bcc_csm1_1, Aug Average, Denmark, DNK
52.277645, 2080-2099, bcc_csm1_1, Sep Average, Denmark, DNK
118.364174, 2080-2099, bcc_csm1_1, Oct Average, Denmark, DNK
132.79385, 2080-2099, bcc_csm1_1, Nov Average, Denmark, DNK
147.84999, 2080-2099, bcc_csm1_1, Dec Average, Denmark, DNK
150.1083, 2080-2099, bcc_csm1_1_m, Jan Average, Denmark, DNK
114.868835, 2080-2099, bcc_csm1_1_m, Feb Average, Denmark, DNK
111.618645, 2080-2099, bcc_csm1_1_m, Mar Average, Denmark, DNK
90.69173, 2080-2099, bcc_csm1_1_m, Apr Average, Denmark, DNK
63.35162, 2080-2099, bcc_csm1_1_m, May Average, Denmark, DNK
48.703377, 2080-2099, bcc_csm1_1_m, Jun Average, Denmark, DNK
33.451454, 2080-2099, bcc_csm1_1_m, Jul Average, Denmark, DNK
32.329662, 2080-2099, bcc_csm1_1_m, Aug Average, Denmark, DNK
83.61582, 2080-2099, bcc_csm1_1_m, Sep Average, Denmark, DNK
131.36205, 2080-2099, bcc_csm1_1_m, Oct Average, Denmark, DNK
142.61699, 2080-2099, bcc_csm1_1_m, Nov Average, Denmark, DNK
148.77292, 2080-2099, bcc_csm1_1_m, Dec Average, Denmark, DNK
127.71778, 2080-2099, ccsm4, Jan Average, Denmark, DNK
102.810524, 2080-2099, ccsm4, Feb Average, Denmark, DNK
82.306305, 2080-2099, ccsm4, Mar Average, Denmark, DNK
