Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
72.793495, 2080-2099, csiro_mk3_6_0, Jun Average, Latvia, LVA
57.598686, 2080-2099, csiro_mk3_6_0, Jul Average, Latvia, LVA
59.66101, 2080-2099, csiro_mk3_6_0, Aug Average, Latvia, LVA
71.7096, 2080-2099, csiro_mk3_6_0, Sep Average, Latvia, LVA
82.7578, 2080-2099, csiro_mk3_6_0, Oct Average, Latvia, LVA
67.06296, 2080-2099, csiro_mk3_6_0, Nov Average, Latvia, LVA
77.90945, 2080-2099, csiro_mk3_6_0, Dec Average, Latvia, LVA
122.96982, 2080-2099, fio_esm, Jan Average, Latvia, LVA
87.071884, 2080-2099, fio_esm, Feb Average, Latvia, LVA
81.66252, 2080-2099, fio_esm, Mar Average, Latvia, LVA
58.346073, 2080-2099, fio_esm, Apr Average, Latvia, LVA
41.046936, 2080-2099, fio_esm, May Average, Latvia, LVA
45.16654, 2080-2099, fio_esm, Jun Average, Latvia, LVA
46.826286, 2080-2099, fio_esm, Jul Average, Latvia, LVA
56.389603, 2080-2099, fio_esm, Aug Average, Latvia, LVA
59.625145, 2080-2099, fio_esm, Sep Average, Latvia, LVA
79.31505, 2080-2099, fio_esm, Oct Average, Latvia, LVA
98.3133, 2080-2099, fio_esm, Nov Average, Latvia, LVA
106.229904, 2080-2099, fio_esm, Dec Average, Latvia, LVA
69.54708, 2080-2099, gfdl_cm3, Jan Average, Latvia, LVA
56.959286, 2080-2099, gfdl_cm3, Feb Average, Latvia, LVA
55.011013, 2080-2099, gfdl_cm3, Mar Average, Latvia, LVA
51.29378, 2080-2099, gfdl_cm3, Apr Average, Latvia, LVA
59.8104, 2080-2099, gfdl_cm3, May Average, Latvia, LVA
60.258503, 2080-2099, gfdl_cm3, Jun Average, Latvia, LVA
66.67962, 2080-2099, gfdl_cm3, Jul Average, Latvia, LVA
82.98669, 2080-2099, gfdl_cm3, Aug Average, Latvia, LVA
76.62405, 2080-2099, gfdl_cm3, Sep Average, Latvia, LVA
81.062195, 2080-2099, gfdl_cm3, Oct Average, Latvia, LVA
87.25336, 2080-2099, gfdl_cm3, Nov Average, Latvia, LVA
83.89333, 2080-2099, gfdl_cm3, Dec Average, Latvia, LVA
63.03601, 2080-2099, gfdl_esm2m, Jan Average, Latvia, LVA
56.820095, 2080-2099, gfdl_esm2m, Feb Average, Latvia, LVA
61.68411, 2080-2099, gfdl_esm2m, Mar Average, Latvia, LVA
52.69959, 2080-2099, gfdl_esm2m, Apr Average, Latvia, LVA
52.33343, 2080-2099, gfdl_esm2m, May Average, Latvia, LVA
71.92193, 2080-2099, gfdl_esm2m, Jun Average, Latvia, LVA
80.00025, 2080-2099, gfdl_esm2m, Jul Average, Latvia, LVA
85.33937, 2080-2099, gfdl_esm2m, Aug Average, Latvia, LVA
75.74824, 2080-2099, gfdl_esm2m, Sep Average, Latvia, LVA
83.5252, 2080-2099, gfdl_esm2m, Oct Average, Latvia, LVA
72.42051, 2080-2099, gfdl_esm2m, Nov Average, Latvia, LVA
81.166214, 2080-2099, gfdl_esm2m, Dec Average, Latvia, LVA
71.30166, 2080-2099, giss_e2_h, Jan Average, Latvia, LVA
50.114594, 2080-2099, giss_e2_h, Feb Average, Latvia, LVA
49.51079, 2080-2099, giss_e2_h, Mar Average, Latvia, LVA
