x,y,agri_emp
0,0,10
0.035,-8.7511725e-4,10
0.07,-0.0017252690000000002,10
0.10500000000000001,-0.00255045525,10
0.14,-0.003350676,10
0.17500000000000002,-0.004125931249999999,10
0.21000000000000002,-0.004876221,10
0.24500000000000002,-0.00560154525,10
0.28,-0.006301904,10
0.31500000000000006,-0.006977297250000001,10
0.35000000000000003,-0.007627724999999999,10
0.385,-0.00825318725,10
0.42000000000000004,-0.008853683999999999,10
0.45500000000000007,-0.009429215250000003,10
0.49000000000000005,-0.009979781,10
0.525,-0.010505381250000001,10
0.56,-0.011006016,10
0.5950000000000001,-0.01148168525,10
0.6300000000000001,-0.011932389000000002,10
0.665,-0.012358127249999998,10
0.7000000000000001,-0.012758899999999997,10
0.7350000000000001,-0.013134707250000002,10
0.77,-0.013485549000000001,10
0.805,-0.01381142525,10
0.8400000000000001,-0.014112336,10
0.8750000000000001,-0.01438828125,10
0.9100000000000001,-0.014639261,10
0.9450000000000001,-0.014865275250000002,10
0.9800000000000001,-0.015066324,10
1.0150000000000001,-0.015242407249999998,10
1.05,-0.015393525000000003,10
1.0850000000000002,-0.015519677249999997,10
1.12,-0.015620864000000002,10
1.155,-0.015697085250000003,10
1.1900000000000002,-0.015748341,10
1.225,-0.015774631249999997,10
1.2600000000000002,-0.015775956000000004,10
1.2950000000000002,-0.015752315249999996,10
1.33,-0.015703709,10
1.3650000000000002,-0.015630137250000002,10
1.4000000000000001,-0.015531599999999996,10
1.435,-0.015408097249999999,10
1.4700000000000002,-0.015259629,10
1.5050000000000001,-0.015086195249999997,10
1.54,-0.014887796000000002,10
1.5750000000000002,-0.014664431249999998,10
1.61,-0.014416101,10
1.6450000000000002,-0.014142805249999998,10
1.6800000000000002,-0.013844543999999999,10
1.715,-0.01352131725,10
1.7500000000000002,-0.013173124999999997,10
1.7850000000000001,-0.012799967249999995,10
1.8200000000000003,-0.012401843999999999,10
1.8550000000000002,-0.011978755249999997,10
1.8900000000000001,-0.011530701000000008,10
1.9250000000000003,-0.011057681250000001,10
1.9600000000000002,-0.010559696,10
1.995,-0.01003674525,10
2.0300000000000002,-0.009488828999999999,10
2.0650000000000004,-0.008915947249999999,10
2.1,-0.008318100000000009,10
2.1350000000000002,-0.0076952872499999984,10
2.1700000000000004,-0.007047508999999988,10
2.205,-0.006374765250000001,10
2.24,-0.005677056000000003,10
2.2750000000000004,-0.00495438124999999,10
2.31,-0.00420674100000001,10
2.345,-0.003434135249999991,10
2.3800000000000003,-0.0026365639999999906,10
2.415,-0.0018140272499999922,10
2.45,-9.665249999999959e-4,10
2.4850000000000003,-9.405724999998408e-5,10
2.5200000000000005,8.03375999999998e-4,10
2.555,0.001725774750000006,10
2.5900000000000003,0.0026731390000000153,10
2.6250000000000004,0.003645468750000023,10
2.66,0.004642764000000004,10
2.6950000000000003,0.005665024750000008,10
2.7300000000000004,0.006712251000000002,10
2.765,0.007784442750000016,10
2.8000000000000003,0.008881600000000014,10
2.8350000000000004,0.010003722750000024,10
2.87,0.011150811000000004,10
2.9050000000000002,0.012322864749999995,10
2.9400000000000004,0.01351988400000001,10
2.975,0.014741868750000001,10
3.0100000000000002,0.01598881900000001,10
3.0450000000000004,0.01726073475000002,10
3.08,0.018557615999999996,10
3.115,0.01987946275,10
3.1500000000000004,0.021226275000000017,10
3.1850000000000005,0.02259805275000002,10
3.22,0.023994795999999992,10
3.2550000000000003,0.025416504749999992,10
3.2900000000000005,0.026863179000000015,10
3.325,0.02833481874999999,10
3.3600000000000003,0.029831424000000002,10
3.3950000000000005,0.03135299475000001,10
3.43,0.03289953099999999,10
3.4650000000000003,0.03447103275000002,10
3.5,0.03606749999999998,10
0,0,20
0.035,-6.08027e-4,20
0.07,-0.0011987080000000002,20
0.10500000000000001,-0.0017720429999999998,20
0.14,-0.002328032,20
0.17500000000000002,-0.002866675,20
0.21000000000000002,-0.003387972,20
0.24500000000000002,-0.0038919230000000003,20
0.28,-0.004378528,20
0.31500000000000006,-0.004847787000000001,20
0.35000000000000003,-0.005299699999999998,20
0.385,-0.0057342669999999995,20
0.42000000000000004,-0.006151488,20
0.45500000000000007,-0.006551363000000002,20
0.49000000000000005,-0.006933892,20
0.525,-0.007299075000000001,20
0.56,-0.0076469120000000005,20
0.5950000000000001,-0.007977403000000001,20
0.6300000000000001,-0.008290548000000002,20
0.665,-0.008586347,20
0.7000000000000001,-0.008864799999999997,20
0.7350000000000001,-0.009125907000000003,20
0.77,-0.009369668000000003,20
0.805,-0.009596083000000002,20
0.8400000000000001,-0.009805152000000001,20
0.8750000000000001,-0.009996875000000002,20
0.9100000000000001,-0.010171252000000002,20
0.9450000000000001,-0.010328283,20
0.9800000000000001,-0.010467968000000001,20
1.0150000000000001,-0.010590306999999997,20
1.05,-0.010695300000000005,20
1.0850000000000002,-0.010782946999999998,20
1.12,-0.010853248000000001,20
1.155,-0.010906203000000003,20
1.1900000000000002,-0.010941812,20
1.225,-0.010960075,20
1.2600000000000002,-0.010960992000000004,20
1.2950000000000002,-0.010944562999999997,20
1.33,-0.010910788,20
1.3650000000000002,-0.010859667000000003,20
1.4000000000000001,-0.010791199999999996,20
1.435,-0.010705387,20
1.4700000000000002,-0.010602228000000002,20
1.5050000000000001,-0.010481722999999998,20
1.54,-0.010343872000000002,20
1.5750000000000002,-0.010188675000000001,20
1.61,-0.010016132000000004,20
1.6450000000000002,-0.009826242999999998,20
1.6800000000000002,-0.009619008000000002,20
1.715,-0.009394427,20
1.7500000000000002,-0.009152500000000001,20
1.7850000000000001,-0.008893226999999997,20
1.8200000000000003,-0.008616608000000005,20
1.8550000000000002,-0.008322642999999998,20
1.8900000000000001,-0.00801133200000001,20
1.9250000000000003,-0.007682675000000003,20
1.9600000000000002,-0.007336672000000002,20
1.995,-0.0069733230000000035,20
2.0300000000000002,-0.006592628,20
2.0650000000000004,-0.006194587000000005,20
2.1,-0.005779200000000012,20
2.1350000000000002,-0.005346467000000001,20
2.1700000000000004,-0.004896387999999991,20
2.205,-0.004428963000000001,20
2.24,-0.003944192000000006,20
2.2750000000000004,-0.003442074999999996,20
2.31,-0.002922612000000012,20
2.345,-0.002385802999999992,20
2.3800000000000003,-0.0018316479999999982,20
2.415,-0.0012601469999999962,20
2.45,-6.712999999999997e-4,20
2.4850000000000003,-6.510699999998787e-5,20
2.5200000000000005,5.584319999999907e-4,20
2.555,0.0011993170000000053,20
2.5900000000000003,0.0018575480000000075,20
2.6250000000000004,0.002533125000000018,20
2.66,0.003226048000000002,20
2.6950000000000003,0.003936317000000002,20
2.7300000000000004,0.004663931999999996,20
2.765,0.005408893000000012,20
2.8000000000000003,0.006171200000000009,20
2.8350000000000004,0.006950853000000014,20
2.87,0.0077478519999999995,20
2.9050000000000002,0.008562196999999994,20
2.9400000000000004,0.009393888000000003,20
2.975,0.010242924999999993,20
3.0100000000000002,0.011109307999999998,20
3.0450000000000004,0.011993037000000012,20
3.08,0.012894111999999992,20
3.115,0.013812533000000002,20
3.1500000000000004,0.014748300000000006,20
3.1850000000000005,0.01570141300000001,20
3.22,0.01667187199999999,20
3.2550000000000003,0.017659676999999985,20
3.2900000000000005,0.01866482800000001,20
3.325,0.01968732499999999,20
3.3600000000000003,0.02072716799999999,20
3.3950000000000005,0.02178435699999999,20
3.43,0.022858891999999992,20
3.4650000000000003,0.02395077300000001,20
3.5,0.025059999999999985,20
0,0,30
0.035,-3.409367500000001e-4,30
0.07,-6.721470000000003e-4,30
0.10500000000000001,-9.9363075e-4,30
0.14,-0.0013053880000000002,30
0.17500000000000002,-0.00160741875,30
0.21000000000000002,-0.0018997229999999999,30
0.24500000000000002,-0.00218230075,30
0.28,-0.0024551520000000004,30
0.31500000000000006,-0.002718276750000001,30
0.35000000000000003,-0.002971674999999999,30
0.385,-0.003215346749999999,30
0.42000000000000004,-0.003449292,30
0.45500000000000007,-0.003673510750000001,30
0.49000000000000005,-0.0038880029999999997,30
0.525,-0.00409276875,30
0.56,-0.0042878080000000015,30
0.5950000000000001,-0.00447312075,30
0.6300000000000001,-0.004648707000000001,30
0.665,-0.004814566749999997,30
0.7000000000000001,-0.004970699999999998,30
0.7350000000000001,-0.005117106750000003,30
0.77,-0.005253787000000001,30
0.805,-0.005380740750000001,30
0.8400000000000001,-0.005497968000000001,30
0.8750000000000001,-0.005605468750000004,30
0.9100000000000001,-0.005703243000000001,30
0.9450000000000001,-0.005791290750000001,30
0.9800000000000001,-0.0058696120000000015,30
1.0150000000000001,-0.005938206750000001,30
1.05,-0.005997075000000003,30
1.0850000000000002,-0.006046216749999998,30
1.12,-0.006085632000000004,30
1.155,-0.006115320750000005,30
1.1900000000000002,-0.006135283,30
1.225,-0.006145518750000002,30
1.2600000000000002,-0.006146028000000005,30
1.2950000000000002,-0.006136810749999996,30
1.33,-0.006117866999999996,30
1.3650000000000002,-0.006089196750000005,30
1.4000000000000001,-0.0060507999999999985,30
1.435,-0.006002676750000005,30
1.4700000000000002,-0.005944827000000003,30
1.5050000000000001,-0.00587725075,30
1.54,-0.005799947999999999,30
1.5750000000000002,-0.005712918750000004,30
1.61,-0.005616163000000004,30
1.6450000000000002,-0.0055096807500000025,30
1.6800000000000002,-0.005393472000000003,30
1.715,-0.005267536750000006,30
1.7500000000000002,-0.005131875000000008,30
1.7850000000000001,-0.004986486749999998,30
1.8200000000000003,-0.004831372000000004,30
1.8550000000000002,-0.004666530750000002,30
1.8900000000000001,-0.0044919630000000085,30
1.9250000000000003,-0.004307668750000007,30
1.9600000000000002,-0.0041136480000000045,30
1.995,-0.003909900750000007,30
2.0300000000000002,-0.003696427000000009,30
2.0650000000000004,-0.0034732267500000025,30
2.1,-0.0032403000000000085,30
2.1350000000000002,-0.002997646750000006,30
2.1700000000000004,-0.0027452669999999957,30
2.205,-0.0024831607500000047,30
2.24,-0.0022113280000000124,30
2.2750000000000004,-0.001929768750000005,30
2.31,-0.001638483000000017,30
2.345,-0.00133747075,30
2.3800000000000003,-0.0010267320000000024,30
2.415,-7.062667499999967e-4,30
2.45,-3.7607500000001043e-4,30
2.4850000000000003,-3.615675000000207e-5,30
2.5200000000000005,3.134879999999868e-4,30
2.555,6.728592500000047e-4,30
2.5900000000000003,0.00104195700000001,30
2.6250000000000004,0.0014207812500000166,30
2.66,0.0018093320000000107,30
2.6950000000000003,0.002207609249999992,30
2.7300000000000004,0.002615612999999989,30
2.765,0.0030333432500000007,30
2.8000000000000003,0.0034608,30
2.8350000000000004,0.0038979832500000006,30
2.87,0.004344892999999989,30
2.9050000000000002,0.004801529249999978,30
2.9400000000000004,0.005267891999999996,30
2.975,0.005743981249999974,30
3.0100000000000002,0.006229796999999995,30
3.0450000000000004,0.0067253392500000175,30
3.08,0.0072306079999999995,30
3.115,0.007745603249999997,30
3.1500000000000004,0.008270324999999995,30
3.1850000000000005,0.008804773250000009,30
3.22,0.009348947999999982,30
3.2550000000000003,0.009902849249999984,30
3.2900000000000005,0.010466476999999988,30
3.325,0.011039831249999993,30
3.3600000000000003,0.011622911999999985,30
3.3950000000000005,0.012215719249999979,30
3.43,0.012818252999999974,30
3.4650000000000003,0.01343051324999997,30
3.5,0.014052499999999982,30
0,0,40
0.035,-7.384649999999998e-5,40
0.07,-1.4558600000000007e-4,40
0.10500000000000001,-2.1521850000000002e-4,40
0.14,-2.8274399999999965e-4,40
0.17500000000000002,-3.481624999999994e-4,40
0.21000000000000002,-4.114740000000001e-4,40
0.24500000000000002,-4.726785e-4,40
