country,initial_gdp,only_ssp3_impact_gdp,only_ssp5_impact_gdp,only_ssp1_impact_gdp,only_ssp2_impact_gdp,avg_agri_emp
MK,9261.4613376,3.681327608276147,8.1685708166397,5.422648207647862,4.861148374340025,22.77760019302367
ML,1340.8614566,1.2596480686785887,27.163736650392956,16.882337431820286,8.380615965549403,68.53184967041015
MR,2337.341806,1.5366108210566565,18.360898371052745,11.76912640346867,7.00521091050466,61.252250289916994
MT,27424.66844,NA,NA,NA,NA,1.687599992752076
MU,11265.48903535,0.8559603780810356,4.7328608997674,3.1531048431411173,2.0158928592901533,11.639449930191043
MW,717.8286452899999,2.209112631966263,32.56624525653735,18.988217481847343,9.38949391202246,75.95225067138672
MZ,605.8601719,1.567644886233171,31.452174311653625,18.65063548282437,9.006426266398597,81.49040031433105
NE,816.799164055,1.0404537037997796,30.917741558914635,17.56201010898331,7.008040190789319,77.72910003662109
NG,3472.7116871,2.017096416751008,16.19184404220763,10.58690299045836,7.718053169293326,46.85360012054444
NL,37900.9872635,1.235493992369933,2.184822853132669,1.775474070220508,1.6284546064652314,3.411349999904632
NO,56609.856517,0.8274871248483396,1.9316996681837963,1.6033462932578049,1.4379605534194695,4.220650005340577
OM,38084.4338845,0.17947803330567208,2.3317678091220007,1.337363430401736,0.969952530592269,7.631499981880188
PL,14451.21920285,1.8496626320763456,4.0069520941794154,2.529144737624639,2.188501686997203,19.335650014877316
PT,23790.306273,1.7323058208155264,4.854145649887081,3.710160952034537,3.4828115580427976,12.19884991645812
QA,120531.58125454544,NA,NA,NA,NA,2.9280999898910514
RS,9180.86242505,4.721490097232724,9.651275554761018,6.464553908557323,5.869559909101063,24.259950160980214
RU,15921.323626,1.7022512802010434,3.888316072406141,2.4185201009007247,2.117438907891252,12.176450085639958
RW,906.627709805,0.26806555781148494,17.816083107064397,10.357423401973035,4.145665278304505,85.12014923095704
SA,38095.0027005,0.5437736574979786,1.5941756986056077,0.9762609255957476,0.8333839067435,5.688999986648559
SC,17783.355204,NA,NA,NA,NA,NA
SD,2547.7346307,0.9352111806272788,13.780234854400565,9.274894620236983,5.8537411148736105,48.65054969787599
SE,34617.99327,0.7808552759019175,2.8553033243698316,2.3208446094291357,2.1039076814756466,2.836899971961976
SI,22554.001601,0.575942783778729,1.9537172994663468,1.031627804302994,0.8177535562721946,10.10454998016357
SK,17069.501724499998,1.0060384013891046,2.7147211040521904,1.5671785508642817,1.3243975557573902,6.945949971675869
SL,1128.276064625,1.1082258509315233,28.60372969423438,17.221291130653103,7.63335759463826,67.56440010070803
SN,1944.38078685,0.33789253500481664,15.923645576244814,9.801173339843114,4.27365046032709,46.8333999633789
ST,2425.0312863636364,0.8960482694474838,11.904616831661162,7.51378143192675,3.647553038528524,29.521299934387205
SY,NA,NA,NA,NA,NA,25.744699764251706
SZ,5920.65837595,0.7607731397159855,8.361182688027501,5.6236651565915015,4.245654869125959,15.330250024795536
TD,1326.57995917,0.39293473349031555,16.896369066466434,9.989985332470267,4.240974622438406,82.96765060424805
TG,1242.62994115,0.09382462488092666,15.23816683047427,8.355449262201711,2.6041854388562062,37.48565006256103
TH,11007.9349494,2.1158056188461374,7.435717723910727,4.974302133697016,4.125242514683956,40.57979965209961
TN,7654.2649102,2.2207167300850608,6.722131367468924,4.189057615572468,3.5208561465676844,19.35409994125366
TR,13437.389038,1.0526964757118673,5.4355010516072335,3.5553508856684286,2.825044928900325,35.103400039672856
TZ,1148.734750105,0.5140387254610013,16.86628794548079,10.003118171766191,3.711879874861356,78.99075088500977
UG,933.25934831,0.4681110573700587,18.981913126395533,11.351323555697569,4.951099321999914,71.37079963684083
US,44642.4977375,1.0319959696574377,1.901643230477205,1.296765139930493,1.1663008744050192,1.990699988603592
YE,3994.9014958,8.926908233494967,24.42727767112741,17.00335296867508,14.38420338037027,40.960949993133546
ZA,10071.1104319,2.124355751655085,7.432390498373386,4.659533887057273,3.8888365921667623,9.017849922180178
ZM,2322.36967865,0.9818298028421206,15.866727559096727,10.189419159493738,5.990457250521373,70.86865043640138
ZW,2136.4427228,3.231400001776406,95.52804035772547,52.668313320036646,23.5407780142406,63.1452995300293
"NA",6713.0396988,1.7240502983059889,9.685306805296852,6.1554210512351215,4.881264495207943,35.69469995498657
