country,initial_b50,initial_gdp,all_impact_prec_b50,all_impact_prec_gdp,all_impact_prec_and_temp_gdp,all_mean_impact_b50,all_mean_impact_prec_gdp,all_mean_impact_prec_and_temp_gdp,gdp_rate,b50_diff,agri_top20,trend_impact_gdp,trend_impact_b50
AT.5,0.23767,36900.87185,-0.15206202670453992,1.9752361707442243,2.126242884256091,-0.15351035128368756,1.9801007227696128,1.945598129065964,NA,NA,NA,NA,NA
AT.6,0.23767,36900.87185,-0.14191244230858022,1.94371244293747,1.5112099733413942,-0.15351035128368756,1.9801007227696128,1.945598129065964,NA,NA,NA,NA,NA
AT.7,0.23767,36900.87185,-0.15298097627958315,1.9780907665357308,2.5039471962964335,-0.15351035128368756,1.9801007227696128,1.945598129065964,NA,NA,NA,NA,NA
AT.8,0.23767,36900.87185,-0.16082350801752443,2.0035760201422304,2.4650102429407266,-0.15351035128368756,1.9801007227696128,1.945598129065964,NA,NA,NA,NA,NA
AT.9,0.23767,36900.87185,-0.1608250600471567,2.0035815012109635,2.558068541562247,-0.15351035128368756,1.9801007227696128,1.945598129065964,NA,NA,NA,NA,NA
AT.10,0.23767,36900.87185,-0.1547785186035162,1.9837125676164948,2.2559097602629707,-0.15351035128368756,1.9801007227696128,1.945598129065964,NA,NA,NA,NA,NA
AT.11,0.23767,36900.87185,-0.1595009316486092,1.999010857294974,0.6019344306771117,-0.15351035128368756,1.9801007227696128,1.945598129065964,NA,NA,NA,NA,NA
AT.12,0.23767,36900.87185,-0.1591438358076577,1.9978084972799484,0.5220050063663527,-0.15351035128368756,1.9801007227696128,1.945598129065964,NA,NA,NA,NA,NA
AT.13,0.23767,36900.87185,-0.15717298066899774,1.9913343594228352,1.6000797956271815,-0.15351035128368756,1.9801007227696128,1.945598129065964,NA,NA,NA,NA,NA
AT.14,0.23767,36900.87185,-0.1619344122064078,2.0075981176647706,2.6450598460649566,-0.15351035128368756,1.9801007227696128,1.945598129065964,NA,NA,NA,NA,NA
AT.15,0.23767,36900.87185,-0.14862894250867006,1.964621034276328,2.121500423606746,-0.15351035128368756,1.9801007227696128,1.945598129065964,NA,NA,NA,NA,NA
BA,0.219425,6420.156262058824,-0.8661061727301125,862.1695431465064,598.1088796061597,-0.8716929306694978,917.2579643215516,567.6041572157533,0.10351768310726814,-0.00275263157894736,0,986.5310907417164,-0.878132439449998
BA.1,0.219425,6420.156262058824,-0.8649810732504912,851.5571825212083,544.4101001550678,-0.8716929306694978,917.2579643215516,567.6041572157533,NA,NA,NA,NA,NA
BA.2,0.219425,6420.156262058824,-0.8715881456763795,914.8257176987772,557.0440446420843,-0.8716929306694978,917.2579643215516,567.6041572157533,NA,NA,NA,NA,NA
BA.3,0.219425,6420.156262058824,-0.8708812103598618,907.902796655448,532.8159235121273,-0.8716929306694978,917.2579643215516,567.6041572157533,NA,NA,NA,NA,NA
BA.4,0.219425,6420.156262058824,-0.8724502222496316,923.352135745134,453.6582549778646,-0.8716929306694978,917.2579643215516,567.6041572157533,NA,NA,NA,NA,NA
BA.5,0.219425,6420.156262058824,-0.8691196494479118,890.8594972757787,648.9938506291874,-0.8716929306694978,917.2579643215516,567.6041572157533,NA,NA,NA,NA,NA
BA.6,0.219425,6420.156262058824,-0.8644813265835127,846.8556422194004,438.06488881866426,-0.8716929306694978,917.2579643215516,567.6041572157533,NA,NA,NA,NA,NA
BA.7,0.219425,6420.156262058824,-0.8738185302060908,937.1354864197316,727.8920099824774,-0.8716929306694978,917.2579643215516,567.6041572157533,NA,NA,NA,NA,NA
BA.8,0.219425,6420.156262058824,-0.8726796145202778,925.639199246559,530.5455224843329,-0.8716929306694978,917.2579643215516,567.6041572157533,NA,NA,NA,NA,NA
BA.9,0.219425,6420.156262058824,-0.8784764998639272,992.4893113331668,774.5204181980505,-0.8716929306694978,917.2579643215516,567.6041572157533,NA,NA,NA,NA,NA
BA.10,0.219425,6420.156262058824,-0.8725971032778017,924.8155861679916,590.8721865989648,-0.8716929306694978,917.2579643215516,567.6041572157533,NA,NA,NA,NA,NA
BA.11,0.219425,6420.156262058824,-0.8738037914700736,936.9849849007352,386.72091681453065,-0.8716929306694978,917.2579643215516,567.6041572157533,NA,NA,NA,NA,NA
BA.12,0.219425,6420.156262058824,-0.8726517693005567,925.3611291118092,367.8763600085954,-0.8716929306694978,917.2579643215516,567.6041572157533,NA,NA,NA,NA,NA
BA.13,0.219425,6420.156262058824,-0.8749495717113401,948.8610159277872,486.6545132781662,-0.8716929306694978,917.2579643215516,567.6041572157533,NA,NA,NA,NA,NA
BA.14,0.219425,6420.156262058824,-0.8776393054336705,979.5939482230668,840.2775076882435,-0.8716929306694978,917.2579643215516,567.6041572157533,NA,NA,NA,NA,NA
BA.15,0.219425,6420.156262058824,-0.8708629046303257,907.7242525517252,603.2111380575357,-0.8716929306694978,917.2579643215516,567.6041572157533,NA,NA,NA,NA,NA
BE,0.209675,35902.9420055,-0.02407216199351228,1.5261206467283306,1.1378433372430752,-0.02660894820658009,1.5308937516751149,0.9619083257388706,0.01328543711744058,-5.789473684210473e-5,0,1.518987850285442,-0.01932815823988237
BE.1,0.209675,35902.9420055,-0.03066209488672081,1.538343699685175,1.0963907774351385,-0.02660894820658009,1.5308937516751149,0.9619083257388706,NA,NA,NA,NA,NA
BE.2,0.209675,35902.9420055,-0.02813263227906077,1.5329285267386383,0.9134704865705576,-0.02660894820658009,1.5308937516751149,0.9619083257388706,NA,NA,NA,NA,NA
BE.3,0.209675,35902.9420055,-0.02408219344979647,1.52613635859253,0.9519536371835816,-0.02660894820658009,1.5308937516751149,0.9619083257388706,NA,NA,NA,NA,NA
BE.4,0.209675,35902.9420055,-0.02497807430930256,1.5275554139309455,1.179678941759139,-0.02660894820658009,1.5308937516751149,0.9619083257388706,NA,NA,NA,NA,NA
BE.5,0.209675,35902.9420055,-0.02645862508855679,1.529985868945718,1.381934988850966,-0.02660894820658009,1.5308937516751149,0.9619083257388706,NA,NA,NA,NA,NA
BE.6,0.209675,35902.9420055,-0.02323307766033714,1.5248185466895714,0.5524997825454372,-0.02660894820658009,1.5308937516751149,0.9619083257388706,NA,NA,NA,NA,NA
BE.7,0.209675,35902.9420055,-0.0284292393304959,1.5334822402549628,1.4004648302298763,-0.02660894820658009,1.5308937516751149,0.9619083257388706,NA,NA,NA,NA,NA
BE.8,0.209675,35902.9420055,-0.02316704429231618,1.5247170238324104,0.9192093334358682,-0.02660894820658009,1.5308937516751149,0.9619083257388706,NA,NA,NA,NA,NA
BE.9,0.209675,35902.9420055,-0.02590967058685824,1.5290701255360404,1.1727838504644748,-0.02660894820658009,1.5308937516751149,0.9619083257388706,NA,NA,NA,NA,NA
BE.10,0.209675,35902.9420055,-0.02391273972254222,1.525871434176736,0.9319934897820148,-0.02660894820658009,1.5308937516751149,0.9619083257388706,NA,NA,NA,NA,NA
BE.11,0.209675,35902.9420055,-0.03162229168490059,1.5427942151440317,0.5487315170715074,-0.02660894820658009,1.5308937516751149,0.9619083257388706,NA,NA,NA,NA,NA
BE.12,0.209675,35902.9420055,-0.03157592826907848,1.5419181184954702,0.4826913636885474,-0.02660894820658009,1.5308937516751149,0.9619083257388706,NA,NA,NA,NA,NA
BE.13,0.209675,35902.9420055,-0.0242508330971045,1.5264010466944091,0.38920515059898514,-0.02660894820658009,1.5308937516751149,0.9619083257388706,NA,NA,NA,NA,NA
BE.14,0.209675,35902.9420055,-0.02872508639878749,1.5340478580332662,1.370029410112361,-0.02660894820658009,1.5308937516751149,0.9619083257388706,NA,NA,NA,NA,NA
BE.15,0.209675,35902.9420055,-0.02653147825591106,1.5301089033236024,0.9616523148504011,-0.02660894820658009,1.5308937516751149,0.9619083257388706,NA,NA,NA,NA,NA
BF,0.12166844771,1104.221238605,1.1883228277876616,4.384699542076579,-0.7996554069835622,1.1967600506994307,4.574644913883795,-0.6453491190270944,0.02469575164197545,0.00205424296842105,1,4.516269741233498,1.1818759135664958
BF.1,0.12166844771,1104.221238605,1.2183049582732153,3.7714965851473288,-0.9849349950668486,1.1967600506994307,4.574644913883795,-0.6453491190270944,NA,NA,NA,NA,NA
BF.2,0.12166844771,1104.221238605,1.174644969315062,4.729122427504662,-0.0969822526025526,1.1967600506994307,4.574644913883795,-0.6453491190270944,NA,NA,NA,NA,NA
BF.3,0.12166844771,1104.221238605,1.174629696940915,4.730007939409859,0.05391894268667348,1.1967600506994307,4.574644913883795,-0.6453491190270944,NA,NA,NA,NA,NA
BF.4,0.12166844771,1104.221238605,1.1759601265321469,4.897799082724003,-0.8962753833128418,1.1967600506994307,4.574644913883795,-0.6453491190270944,NA,NA,NA,NA,NA
BF.5,0.12166844771,1104.221238605,1.1967710795625497,4.224335397083899,-0.9060232338690012,1.1967600506994307,4.574644913883795,-0.6453491190270944,NA,NA,NA,NA,NA
BF.6,0.12166844771,1104.221238605,1.1753211981119815,4.6964673966075265,-0.8749113611423779,1.1967600506994307,4.574644913883795,-0.6453491190270944,NA,NA,NA,NA,NA
BF.7,0.12166844771,1104.221238605,1.2172976556442323,5.140230705451136,-0.10742685576231334,1.1967600506994307,4.574644913883795,-0.6453491190270944,NA,NA,NA,NA,NA
BF.8,0.12166844771,1104.221238605,1.1831840099071045,4.488080367866623,-0.9502710816682104,1.1967600506994307,4.574644913883795,-0.6453491190270944,NA,NA,NA,NA,NA
BF.9,0.12166844771,1104.221238605,1.1876238048694994,4.3983033688591275,-0.961793067647126,1.1967600506994307,4.574644913883795,-0.6453491190270944,NA,NA,NA,NA,NA
BF.10,0.12166844771,1104.221238605,1.2132478286049584,3.892052970854527,-0.9482118907308248,1.1967600506994307,4.574644913883795,-0.6453491190270944,NA,NA,NA,NA,NA
BF.11,0.12166844771,1104.221238605,1.178847120859722,4.948459208542012,-0.9594099658592856,1.1967600506994307,4.574644913883795,-0.6453491190270944,NA,NA,NA,NA,NA
BF.12,0.12166844771,1104.221238605,1.1819643949964709,4.9838342344891595,-0.9667206097139196,1.1967600506994307,4.574644913883795,-0.6453491190270944,NA,NA,NA,NA,NA
BF.13,0.12166844771,1104.221238605,1.2969144983109062,5.227566458512427,-0.8524116979339079,1.1967600506994307,4.574644913883795,-0.6453491190270944,NA,NA,NA,NA,NA
BF.14,0.12166844771,1104.221238605,1.2104826602435306,3.952683517489704,-0.9178726823997388,1.1967600506994307,4.574644913883795,-0.6453491190270944,NA,NA,NA,NA,NA
BF.15,0.12166844771,1104.221238605,1.174643981230937,4.729179419522147,0.843395637572327,1.1967600506994307,4.574644913883795,-0.6453491190270944,NA,NA,NA,NA,NA
BG,0.20862,10774.76974885,-0.906466600491301,5.628539892167963,3.0764982236667646,-0.908334831436133,5.636953211531606,2.952333588429452,0.02745471174210316,-0.00272105263157894,0,5.658680339808615,-0.9130173723062328
BG.1,0.20862,10774.76974885,-0.8978308756108974,5.588237064835455,2.971360729854099,-0.908334831436133,5.636953211531606,2.952333588429452,NA,NA,NA,NA,NA
BG.2,0.20862,10774.76974885,-0.9051874252632144,5.622634854353032,2.921820170053851,-0.908334831436133,5.636953211531606,2.952333588429452,NA,NA,NA,NA,NA
BG.3,0.20862,10774.76974885,-0.9062205897382096,5.627405329661985,2.975646430856269,-0.908334831436133,5.636953211531606,2.952333588429452,NA,NA,NA,NA,NA
BG.4,0.20862,10774.76974885,-0.9167580944243594,5.675996121954953,2.993713180075436,-0.908334831436133,5.636953211531606,2.952333588429452,NA,NA,NA,NA,NA
BG.5,0.20862,10774.76974885,-0.9075960451286644,5.633743251879606,3.127824015829661,-0.908334831436133,5.636953211531606,2.952333588429452,NA,NA,NA,NA,NA
BG.6,0.20862,10774.76974885,-0.8953097190687976,5.57619346642811,2.418057737789812,-0.908334831436133,5.636953211531606,2.952333588429452,NA,NA,NA,NA,NA
BG.7,0.20862,10774.76974885,-0.9083633027530578,5.637273947771329,4.4264712672440245,-0.908334831436133,5.636953211531606,2.952333588429452,NA,NA,NA,NA,NA
BG.8,0.20862,10774.76974885,-0.9222431956721732,5.7019822842888654,4.236751885317555,-0.908334831436133,5.636953211531606,2.952333588429452,NA,NA,NA,NA,NA
BG.9,0.20862,10774.76974885,-0.9072257407878224,5.632038151008683,4.223582019983542,-0.908334831436133,5.636953211531606,2.952333588429452,NA,NA,NA,NA,NA
BG.10,0.20862,10774.76974885,-0.8865716978120244,5.532866067595221,2.8850283246688,-0.908334831436133,5.636953211531606,2.952333588429452,NA,NA,NA,NA,NA
BG.11,0.20862,10774.76974885,-0.9087595483707588,5.639096431343945,0.6990066117052173,-0.908334831436133,5.636953211531606,2.952333588429452,NA,NA,NA,NA,NA
BG.12,0.20862,10774.76974885,-0.90783850273226,5.634859266917545,0.6351858333658885,-0.908334831436133,5.636953211531606,2.952333588429452,NA,NA,NA,NA,NA
BG.13,0.20862,10774.76974885,-0.9245074590343976,5.7131085799898305,1.8674967577635395,-0.908334831436133,5.636953211531606,2.952333588429452,NA,NA,NA,NA,NA
BG.14,0.20862,10774.76974885,-0.9187202427868576,5.6851802807107354,4.841524452221503,-0.908334831436133,5.636953211531606,2.952333588429452,NA,NA,NA,NA,NA
BG.15,0.20862,10774.76974885,-0.913758263303332,5.662096393598432,2.9373697744752736,-0.908334831436133,5.636953211531606,2.952333588429452,NA,NA,NA,NA,NA
BH,0.1340950005,43007.118485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BH.1,0.1340950005,43007.118485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BH.2,0.1340950005,43007.118485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BH.3,0.1340950005,43007.118485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BH.4,0.1340950005,43007.118485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BH.5,0.1340950005,43007.118485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BH.6,0.1340950005,43007.118485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BH.7,0.1340950005,43007.118485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BH.8,0.1340950005,43007.118485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BH.9,0.1340950005,43007.118485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BH.10,0.1340950005,43007.118485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BH.11,0.1340950005,43007.118485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BH.12,0.1340950005,43007.118485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BH.13,0.1340950005,43007.118485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BH.14,0.1340950005,43007.118485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BH.15,0.1340950005,43007.118485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BI,0.15886273712,786.714841615,-0.4598680997569306,-0.9366298057926936,-0.9946588888145232,-0.4259011519231806,-0.8243738063142142,-0.9807624010822404,-0.02073148439210503,-7.806600210526322e-4,1,-0.7692586532166719,-0.3439837589629731
BI.1,0.15886273712,786.714841615,-0.3696943662955759,-0.7823315606504936,-0.9887278619705574,-0.4259011519231806,-0.8243738063142142,-0.9807624010822404,NA,NA,NA,NA,NA
BI.2,0.15886273712,786.714841615,-0.3832088250487173,-0.8169008063655974,-0.9509610018941632,-0.4259011519231806,-0.8243738063142142,-0.9807624010822404,NA,NA,NA,NA,NA
BI.3,0.15886273712,786.714841615,-0.3531815060992746,-0.7368283016718202,-0.9208276304594368,-0.4259011519231806,-0.8243738063142142,-0.9807624010822404,NA,NA,NA,NA,NA
BI.4,0.15886273712,786.714841615,-0.346411801180153,-0.7213881504574416,-0.995586074567811,-0.4259011519231806,-0.8243738063142142,-0.9807624010822404,NA,NA,NA,NA,NA
BI.5,0.15886273712,786.714841615,-0.4234656755141464,-0.894052002785948,-0.9898809586993406,-0.4259011519231806,-0.8243738063142142,-0.9807624010822404,NA,NA,NA,NA,NA
BI.6,0.15886273712,786.714841615,-0.34880253861085536,-0.7260796873189844,-0.990538494418188,-0.4259011519231806,-0.8243738063142142,-0.9807624010822404,NA,NA,NA,NA,NA
BI.7,0.15886273712,786.714841615,-0.34615144717577334,-0.7209679495193688,-0.9845078029846244,-0.4259011519231806,-0.8243738063142142,-0.9807624010822404,NA,NA,NA,NA,NA
BI.8,0.15886273712,786.714841615,-0.3734946710062867,-0.9112473019328134,-0.9992728881827097,-0.4259011519231806,-0.8243738063142142,-0.9807624010822404,NA,NA,NA,NA,NA
BI.9,0.15886273712,786.714841615,-0.37086262985609514,-0.9035170474898916,-0.9993022123718214,-0.4259011519231806,-0.8243738063142142,-0.9807624010822404,NA,NA,NA,NA,NA
BI.10,0.15886273712,786.714841615,-0.9253503352779872,-0.9999642562757256,-0.999999827939919,-0.4259011519231806,-0.8243738063142142,-0.9807624010822404,NA,NA,NA,NA,NA
BI.11,0.15886273712,786.714841615,-0.3601654759695499,-0.7559818814520831,-0.9798534374423756,-0.4259011519231806,-0.8243738063142142,-0.9807624010822404,NA,NA,NA,NA,NA
BI.12,0.15886273712,786.714841615,-0.36130337180162153,-0.7591640173558478,-0.9876473315764184,-0.4259011519231806,-0.8243738063142142,-0.9807624010822404,NA,NA,NA,NA,NA
