country,impact_prec_b50,impact_prec_gdp,impact_temp_gdp,impact_prec_and_temp_gdp,mean_impact_b50,mean_impact_prec_gdp,mean_impact_temp_gdp,mean_impact_prec_and_temp_gdp
BA.5,0.010006693429947163,2.982454801633262,1.8188728274261754,1.8188728274261754,0.007147358419346035,3.0777068796293907,1.4196827157233336,1.4196827157233336
BA.6,0.015147405957481522,2.8214533996045628,0.8625241093871614,0.8625241093871614,0.007147358419346035,3.0777068796293907,1.4196827157233336,1.4196827157233336
BA.7,0.0047864555396931385,3.1499441124397167,2.1497013994424177,2.1497013994424177,0.007147358419346035,3.0777068796293907,1.4196827157233336,1.4196827157233336
BA.8,0.006052462798674461,3.10847831258352,1.2384596434170094,1.2384596434170094,0.007147358419346035,3.0777068796293907,1.4196827157233336,1.4196827157233336
BA.9,-3.7600598612506903e-4,3.3495635491425877,2.317810392782764,2.317810392782764,0.007147358419346035,3.0777068796293907,1.4196827157233336,1.4196827157233336
BA.10,0.006144170686042032,3.1055044942795003,1.5181521977040553,1.5181521977040553,0.007147358419346035,3.0777068796293907,1.4196827157233336,1.4196827157233336
BA.11,0.004802840115681074,3.1494017582200553,0.5797790520966356,0.5797790520966356,0.007147358419346035,3.0777068796293907,1.4196827157233336,1.4196827157233336
BA.12,0.0060834118388281315,3.107474335368479,0.5012972207426585,0.5012972207426585,0.007147358419346035,3.0777068796293907,1.4196827157233336,1.4196827157233336
BA.13,0.0035291483859173434,3.19216680227774,1.022968811104954,1.022968811104954,0.007147358419346035,3.0777068796293907,1.4196827157233336,1.4196827157233336
BA.14,5.438735639045915e-4,3.3027893898328577,2.6389423541407977,2.6389423541407977,0.007147358419346035,3.0777068796293907,1.4196827157233336,1.4196827157233336
BA.15,0.008071106339460135,3.043683775283061,1.589095786565634,1.589095786565634,0.007147358419346035,3.0777068796293907,1.4196827157233336,1.4196827157233336
BE,-0.004703479866906009,0.7550747118100782,0.48450753429259985,0.48450753429259985,-0.007213712952568124,0.759226441215323,0.36264144153299394,0.36264144153299394
BE.1,-0.01122548460034324,0.7656975306693731,0.45737028866513485,0.45737028866513485,-0.007213712952568124,0.759226441215323,0.36264144153299394,0.36264144153299394
BE.2,-0.008725890881157402,0.7609521571408406,0.3290882652868027,0.3290882652868027,-0.007213712952568124,0.759226441215323,0.36264144153299394,0.36264144153299394
BE.3,-0.004713422794967652,0.7550882095396515,0.35503309428364394,0.35503309428364394,-0.007213712952568124,0.759226441215323,0.36264144153299394,0.36264144153299394
BE.4,-0.005601321326285657,0.7563083171548516,0.5138538113878395,0.5138538113878395,-0.007213712952568124,0.759226441215323,0.36264144153299394,0.36264144153299394
BE.5,-0.007068261442250733,0.7584034813207128,0.6551775396524581,0.6551775396524581,-0.007213712952568124,0.759226441215323,0.36264144153299394,0.36264144153299394
BE.6,-0.003871743435697545,0.7539568901104616,0.07681365081920667,0.07681365081920667,-0.007213712952568124,0.759226441215323,0.36264144153299394,0.36264144153299394
BE.7,-0.009019428266872503,0.76143358628731,0.6686567717170789,0.6686567717170789,-0.007213712952568124,0.759226441215323,0.36264144153299394,0.36264144153299394
BE.8,-0.0038062839071738943,0.7538697971410852,0.33205555262841013,0.33205555262841013,-0.007213712952568124,0.759226441215323,0.36264144153299394,0.36264144153299394
BE.9,-0.0065244261630273285,0.757613169498073,0.5092636429556453,0.5092636429556453,-0.007213712952568124,0.759226441215323,0.36264144153299394,0.36264144153299394
BE.10,-0.004545462211995753,0.754860649925032,0.3410998458178741,0.3410998458178741,-0.007213712952568124,0.759226441215323,0.36264144153299394,0.36264144153299394
BE.11,-0.012161314493735904,0.7697083234844702,0.07615956789568243,0.07615956789568243,-0.007213712952568124,0.759226441215323,0.36264144153299394,0.36264144153299394
BE.12,-0.01211974513419593,0.7689047655023039,0.03001515829947668,0.03001515829947668,-0.007213712952568124,0.759226441215323,0.36264144153299394,0.36264144153299394
BE.13,-0.004880571547618369,0.7553156333796538,-0.03664949201280485,-0.03664949201280485,-0.007213712952568124,0.759226441215323,0.36264144153299394,0.36264144153299394
BE.14,-0.00931214352755114,0.7619260820079907,0.647523657348805,0.647523657348805,-0.007213712952568124,0.759226441215323,0.36264144153299394,0.36264144153299394
BE.15,-0.007140427641310931,0.7585097544732798,0.36229417549004955,0.36229417549004955,-0.007213712952568124,0.759226441215323,0.36264144153299394,0.36264144153299394
BF,-0.00844232477757544,-0.10085629552398093,-0.9689868292125866,-0.9689868292125866,-0.010555159209082631,0.3572475218999893,-0.897265000876192,-0.897265000876192
BF.1,-0.0494910790135503,-0.7646557661487522,-0.9994471846793099,-0.9994471846793099,-0.010555159209082631,0.3572475218999893,-0.897265000876192,-0.897265000876192
BF.2,0.01093473917392324,0.7388844793626023,-0.7310996322871999,-0.7310996322871999,-0.010555159209082631,0.3572475218999893,-0.897265000876192,-0.897265000876192
BF.3,0.010968191726396036,0.7414244486270644,-0.6852399822833534,-0.6852399822833534,-0.010555159209082631,0.3572475218999893,-0.897265000876192,-0.897265000876192
BF.4,0.013970412110291153,1.2032259572580348,-0.9622159098014854,-0.9622159098014854,-0.010555159209082631,0.3572475218999893,-0.897265000876192,-0.897265000876192
BF.5,-0.019361722974588148,-0.36149253953891286,-0.989820358524192,-0.989820358524192,-0.010555159209082631,0.3572475218999893,-0.897265000876192,-0.897265000876192
BF.6,0.009610554292387179,0.6457974054984363,-0.9653925616323695,-0.9653925616323695,-0.010555159209082631,0.3572475218999893,-0.897265000876192,-0.897265000876192
BF.7,-0.012191430466740538,1.1996316576291515,-0.6858863358854296,-0.6858863358854296,-0.010555159209082631,0.3572475218999893,-0.897265000876192,-0.897265000876192
BF.8,-0.0017418003925080022,0.11176882098235252,-0.9907900636224478,-0.9907900636224478,-0.010555159209082631,0.3572475218999893,-0.897265000876192,-0.897265000876192
BF.9,-0.007538531929482563,-0.07496248513918548,-0.9941523043609719,-0.9941523043609719,-0.010555159209082631,0.3572475218999893,-0.897265000876192,-0.897265000876192
BF.10,-0.041830362497638884,-0.692801544720937,-0.9973509260611775,-0.9973509260611775,-0.010555159209082631,0.3572475218999893,-0.897265000876192,-0.897265000876192
BF.11,0.012935088211692498,1.3119295078968198,-0.9846551651529843,-0.9846551651529843,-0.010555159209082631,0.3572475218999893,-0.897265000876192,-0.897265000876192
BF.12,0.011358799433026902,1.3681078418127839,-0.9871909118800876,-0.9871909118800876,-0.010555159209082631,0.3572475218999893,-0.897265000876192,-0.897265000876192
BF.13,-0.07114883713308147,0.2995714942775144,-0.9719427094892742,-0.9719427094892742,-0.010555159209082631,0.3572475218999893,-0.897265000876192,-0.897265000876192
BF.14,-0.03785113941864754,-0.6486605666686704,-0.9950977045202452,-0.9950977045202452,-0.010555159209082631,0.3572475218999893,-0.897265000876192,-0.897265000876192
BF.15,0.01093689631077378,0.7390479347955082,-0.44697143462595634,-0.44697143462595634,-0.010555159209082631,0.3572475218999893,-0.897265000876192,-0.897265000876192
BG,0.005378876835736165,1.337772159335347,0.42233798177548476,0.42233798177548476,0.003843702515844113,1.3614121524878482,0.39391570666475084,0.39391570666475084
BG.1,0.012466778433643372,1.2385995962622751,0.33388134597617775,0.33388134597617775,0.003843702515844113,1.3614121524878482,0.39391570666475084,0.39391570666475084
BG.2,0.006429046269257682,1.3229895167217665,0.3597031643949088,0.3597031643949088,0.003843702515844113,1.3614121524878482,0.39391570666475084,0.39391570666475084
BG.3,0.005580851076720077,1.3349252316329188,0.3849142345049611,0.3849142345049611,0.003843702515844113,1.3614121524878482,0.39391570666475084,0.39391570666475084
BG.4,-0.0030716523796714412,1.4596538421284682,0.45545489828396385,0.45545489828396385,0.003843702515844113,1.3614121524878482,0.39391570666475084,0.39391570666475084
BG.5,0.004451572739931534,1.3508693489333297,0.44762458998020416,0.44762458998020416,0.003843702515844113,1.3614121524878482,0.39391570666475084,0.39391570666475084
BG.6,0.014535117448977453,1.2097529443913753,0.1312728202530947,0.1312728202530947,0.003843702515844113,1.3614121524878482,0.39391570666475084,0.39391570666475084
BG.7,0.0038216057914520016,1.3597941523830444,0.920832098138329,0.920832098138329,0.003843702515844113,1.3614121524878482,0.39391570666475084,0.39391570666475084
BG.8,-0.00757430868632913,1.528646044320165,0.9657715647947988,0.9657715647947988,0.003843702515844113,1.3614121524878482,0.39391570666475084,0.39391570666475084
BG.9,0.004755608147118219,1.3465701768325542,0.8385566522522081,0.8385566522522081,0.003843702515844113,1.3614121524878482,0.39391570666475084,0.39391570666475084
BG.10,0.02169986776585052,1.10901702267117,0.23872596825151468,0.23872596825151468,0.003843702515844113,1.3614121524878482,0.39391570666475084,0.39391570666475084
BG.11,0.0034962551952482436,1.3644129125748545,-0.4129799647702965,-0.4129799647702965,0.003843702515844113,1.3614121524878482,0.39391570666475084,0.39391570666475084
BG.12,0.0042525020372307315,1.3536870838685822,-0.4377805152101716,-0.4377805152101716,0.003843702515844113,1.3614121524878482,0.39391570666475084,0.39391570666475084
BG.13,-0.009431836780691226,1.5586490122557826,0.07390579080203229,0.07390579080203229,0.003843702515844113,1.3614121524878482,0.39391570666475084,0.39391570666475084
BG.14,-0.004682652826273836,1.4838605311974682,1.1642756654673245,1.1642756654673245,0.003843702515844113,1.3614121524878482,0.39391570666475084,0.39391570666475084
BG.15,-6.08390814694552e-4,1.423394864296469,0.4161550117414792,0.4161550117414792,0.003843702515844113,1.3614121524878482,0.39391570666475084,0.39391570666475084
BH,NA,NA,NA,NA,NA,NA,NA,NA
BH.1,NA,NA,NA,NA,NA,NA,NA,NA
BH.2,NA,NA,NA,NA,NA,NA,NA,NA
BH.3,NA,NA,NA,NA,NA,NA,NA,NA
BH.4,NA,NA,NA,NA,NA,NA,NA,NA
BH.5,NA,NA,NA,NA,NA,NA,NA,NA
BH.6,NA,NA,NA,NA,NA,NA,NA,NA
BH.7,NA,NA,NA,NA,NA,NA,NA,NA
BH.8,NA,NA,NA,NA,NA,NA,NA,NA
BH.9,NA,NA,NA,NA,NA,NA,NA,NA
BH.10,NA,NA,NA,NA,NA,NA,NA,NA
BH.11,NA,NA,NA,NA,NA,NA,NA,NA
BH.12,NA,NA,NA,NA,NA,NA,NA,NA
BH.13,NA,NA,NA,NA,NA,NA,NA,NA
BH.14,NA,NA,NA,NA,NA,NA,NA,NA
BH.15,NA,NA,NA,NA,NA,NA,NA,NA
BI,-0.11032151632469703,-0.5715389541274212,-0.9612756581703927,-0.9612756581703927,-0.07798155496100095,0.10991137150471159,-0.8725262109803519,-0.8725262109803519
BI.1,-0.024373584160328924,0.3760108776816549,-0.9229116345546077,-0.9229116345546077,-0.07798155496100095,0.10991137150471159,-0.8725262109803519,-0.8725262109803519
BI.2,-0.037254659613882156,0.16830384742449617,-0.6760573048669423,-0.6760573048669423,-0.07798155496100095,0.10991137150471159,-0.8725262109803519,-0.8725262109803519
BI.3,-0.00864125474098661,0.646575293935566,-0.48906883081602515,-0.48906883081602515,-0.07798155496100095,0.10991137150471159,-0.8725262109803519,-0.8725262109803519
BI.4,-0.002200296346187558,0.7374629209166824,-0.9692737922359078,-0.9692737922359078,-0.07798155496100095,0.10991137150471159,-0.8725262109803519,-0.8725262109803519
BI.5,-0.07562725451455118,-0.3036518592973949,-0.9290686736471473,-0.9290686736471473,-0.07798155496100095,0.10991137150471159,-0.8725262109803519,-0.8725262109803519
BI.6,-0.004473484062823879,0.709947422360081,-0.935463656333526,-0.935463656333526,-0.07798155496100095,0.10991137150471159,-0.8725262109803519,-0.8725262109803519
BI.7,-0.0019529069502803088,0.7399167469912667,-0.8958106698326809,-0.8958106698326809,-0.07798155496100095,0.10991137150471159,-0.8725262109803519,-0.8725262109803519
BI.8,-0.028502777200210622,-0.4157638687936303,-0.9945261755272733,-0.9945261755272733,-0.07798155496100095,0.10991137150471159,-0.8725262109803519,-0.8725262109803519
BI.9,-0.02595979108891403,-0.3674521967767683,-0.9947512796559242,-0.9947512796559242,-0.07798155496100095,0.10991137150471159,-0.8725262109803519,-0.8725262109803519
BI.10,-0.5535660226750898,-0.9996041675784797,-0.9999975438760957,-0.9999975438760957,-0.07798155496100095,0.10991137150471159,-0.8725262109803519,-0.8725262109803519
BI.11,-0.015293375319748502,0.533079595842995,-0.8648603351859178,-0.8648603351859178,-0.07798155496100095,0.10991137150471159,-0.8725262109803519,-0.8725262109803519
BI.12,-0.016377517687608083,0.5141667440182041,-0.915998058595147,-0.915998058595147,-0.07798155496100095,0.10991137150471159,-0.8725262109803519,-0.8725262109803519
BI.13,-0.316271406959618,-0.979829914146636,-0.9990207427551079,-0.9990207427551079,-0.07798155496100095,0.10991137150471159,-0.8725262109803519,-0.8725262109803519
BI.14,0.002603324089964506,0.6802149261413738,-0.816261329862101,-0.816261329862101,-0.07798155496100095,0.10991137150471159,-0.8725262109803519,-0.8725262109803519
BI.15,-0.029492355821053133,0.2907445294833957,-0.5960736897708325,-0.5960736897708325,-0.07798155496100095,0.10991137150471159,-0.8725262109803519,-0.8725262109803519
BJ,6.527196358173408e-5,0.7639677145701806,-0.8810482240370378,-0.8810482240370378,-5.410351219138374e-4,0.4899990590571777,-0.835148449565647,-0.835148449565647
BJ.1,-4.8492596047539365e-4,0.2805013083032136,-0.9699831457186151,-0.9699831457186151,-5.410351219138374e-4,0.4899990590571777,-0.835148449565647,-0.835148449565647
BJ.2,-3.0413108390552927e-6,0.7668377701427261,-0.51866266112081,-0.51866266112081,-5.410351219138374e-4,0.4899990590571777,-0.835148449565647,-0.835148449565647
BJ.3,5.740396790217024e-5,0.7736898009482407,-0.4539549651861555,-0.4539549651861555,-5.410351219138374e-4,0.4899990590571777,-0.835148449565647,-0.835148449565647
BJ.4,5.7082188698549326e-5,0.7738279619729728,-0.9611743522047175,-0.9611743522047175,-5.410351219138374e-4,0.4899990590571777,-0.835148449565647,-0.835148449565647
