country,initial_b50,initial_gdp,all_impact_prec_b50,all_impact_prec_gdp,all_impact_prec_and_temp_gdp,all_mean_impact_b50,all_mean_impact_prec_gdp,all_mean_impact_prec_and_temp_gdp,clim_impact_prec_b50,clim_impact_prec_gdp,clim_impact_temp_gdp,clim_impact_prec_and_temp_gdp,clim_mean_impact_b50,clim_mean_impact_prec_gdp,clim_mean_impact_temp_gdp,clim_mean_impact_prec_and_temp_gdp,gdp_rate,b50_diff,agri_top20,trend_impact_gdp,trend_impact_b50,only_ssp3_impact_gdp,only_ssp5_impact_gdp
AL.5,0.20168666666666665,6632.126394,0.00559039720670283,10.271627061965662,0.00141729371598053,0.00370185691483866,12.280964369637683,0.19505642540361828,4.7067709965703574e-4,-0.44398921713584594,-0.9180008229971016,-1.3619900401329477,3.094480398414039e-4,-0.3011754390649643,-0.9214579281606454,-1.2226333672256098,NA,NA,NA,NA,NA,NA,NA
AL.6,0.20168666666666665,6632.126394,0.00648709845981676,9.351107438130011,-0.3959364474609207,0.00370185691483866,12.280964369637683,0.19505642540361828,5.572317768108603e-4,-0.5039456144611155,-0.9466201509217036,-1.4505657653828192,3.094480398414039e-4,-0.3011754390649643,-0.9214579281606454,-1.2226333672256098,NA,NA,NA,NA,NA,NA,NA
AL.7,0.20168666666666665,6632.126394,0.00253370145231347,13.42462126103995,1.6161094857474476,0.00370185691483866,12.280964369637683,0.19505642540361828,2.019668911113642e-4,-0.2251183662246589,-0.8301181950928805,-1.0552365613175394,3.094480398414039e-4,-0.3011754390649643,-0.9214579281606454,-1.2226333672256098,NA,NA,NA,NA,NA,NA,NA
AL.8,0.20168666666666665,6632.126394,8.588840973824267e-5,16.229395067794265,1.3129927477686891,0.00370185691483866,12.280964369637683,0.19505642540361828,7.065661061555604e-6,-0.0151002193179804,-0.8767185137884013,-0.8918187331063817,3.094480398414039e-4,-0.3011754390649643,-0.9214579281606454,-1.2226333672256098,NA,NA,NA,NA,NA,NA,NA
AL.9,0.20168666666666665,6632.126394,0.00205854774295411,13.927151066972844,1.197054936368363,0.00370185691483866,12.280964369637683,0.19505642540361828,1.6298006273901896e-4,-0.18844269061635605,-0.8634544988022148,-1.051897189418571,3.094480398414039e-4,-0.3011754390649643,-0.9214579281606454,-1.2226333672256098,NA,NA,NA,NA,NA,NA,NA
AL.10,0.20168666666666665,6632.126394,0.00714422593104356,8.670816475310803,-0.18887821383175357,0.00370185691483866,12.280964369637683,0.19505642540361828,6.238403163013682e-4,-0.5470151280254709,-0.9221060690789136,-1.4691211971043845,3.094480398414039e-4,-0.3011754390649643,-0.9214579281606454,-1.2226333672256098,NA,NA,NA,NA,NA,NA,NA
AL.11,0.20168666666666665,6632.126394,0.00581808735181777,10.038363623180372,-0.8707743042511492,0.00370185691483866,12.280964369637683,0.19505642540361828,4.922378164041658e-4,-0.45936054980086727,-0.9899060501970974,-1.4492665999979648,3.094480398414039e-4,-0.3011754390649643,-0.9214579281606454,-1.2226333672256098,NA,NA,NA,NA,NA,NA,NA
AL.12,0.20168666666666665,6632.126394,0.00670631682445665,9.124920786650849,-0.9057800678775983,0.00370185691483866,12.280964369637683,0.19505642540361828,5.791196433382232e-4,-0.5183849857103352,-0.9919673006088668,-1.5103522863192018,3.094480398414039e-4,-0.3011754390649643,-0.9214579281606454,-1.2226333672256098,NA,NA,NA,NA,NA,NA,NA
AL.13,0.20168666666666665,6632.126394,1.0211767363339987e-4,16.54770955323473,-0.447628877864325,0.00370185691483866,12.280964369637683,0.19505642540361828,6.042892144707035e-6,0.008672493900093,-0.972933247496304,-0.9642607535962108,3.094480398414039e-4,-0.3011754390649643,-0.9214579281606454,-1.2226333672256098,NA,NA,NA,NA,NA,NA,NA
AL.14,0.20168666666666665,6632.126394,8.724259247231774e-4,15.226117492769337,2.114646837817073,0.00370185691483866,12.280964369637683,0.19505642540361828,6.828688670493455e-5,-0.09158190968347076,-0.8205803070736101,-0.9121622167570808,3.094480398414039e-4,-0.3011754390649643,-0.9214579281606454,-1.2226333672256098,NA,NA,NA,NA,NA,NA,NA
AL.15,0.20168666666666665,6632.126394,0.00276140630977527,13.185811764429252,0.21637273667511409,0.00370185691483866,12.280964369637683,0.19505642540361828,2.208800093670534e-4,-0.24238312682583163,-0.9219427319647608,-1.1643258587905922,3.094480398414039e-4,-0.3011754390649643,-0.9214579281606454,-1.2226333672256098,NA,NA,NA,NA,NA,NA,NA
AO,0.121610406555,4261.35951385,0.00109300162072927,7.263286741395715,-0.8158367117536,-0.00522940412523119,6.660991580647152,-0.6837974970966229,5.582261709279896e-4,0.08928081161285385,-0.9803078446421224,-0.8910270330292684,-0.00114024475042533,0.02852985611161558,-0.963801466273888,-0.9352716101622726,0.02907815502907315,-4.026381210526318e-4,0,6.436783621107732,0,NA,NA
AO.1,0.121610406555,4261.35951385,-0.00527862128313786,4.597741711324347,-0.9556138075402576,-0.00522940412523119,6.660991580647152,-0.6837974970966229,-0.00204412048846211,-0.20298199393535304,-0.9929427944641344,-1.1959247883994877,-0.00114024475042533,0.02852985611161558,-0.963801466273888,-0.9352716101622726,NA,NA,NA,NA,NA,NA,NA
AO.2,0.121610406555,4261.35951385,-9.74015257348668e-4,7.789397507576812,-0.34670434251278215,-0.00522940412523119,6.660991580647152,-0.6837974970966229,2.870960316545773e-4,0.1495178681145838,-0.9317997888611896,-0.7822819207466059,-0.00114024475042533,0.02852985611161558,-0.963801466273888,-0.9352716101622726,NA,NA,NA,NA,NA,NA,NA
AO.3,0.121610406555,4261.35951385,0.001077932609472,7.403394516139522,-0.29724756621315357,-0.00522940412523119,6.660991580647152,-0.6837974970966229,6.049770092194799e-4,0.10454102825267028,-0.9228283320789878,-0.8182873038263175,-0.00114024475042533,0.02852985611161558,-0.963801466273888,-0.9352716101622726,NA,NA,NA,NA,NA,NA,NA
AO.4,0.121610406555,4261.35951385,-0.01676853271295604,2.092835665543213,-0.9843799518722192,-0.00522940412523119,6.660991580647152,-0.6837974970966229,-0.0065066067402176,-0.5026590843694919,-0.9952208922976908,-1.4978799766671829,-0.00114024475042533,0.02852985611161558,-0.963801466273888,-0.9352716101622726,NA,NA,NA,NA,NA,NA,NA
AO.5,0.121610406555,4261.35951385,-0.0047566778030427,7.626911348893391,-0.6644670256008829,-0.00522940412523119,6.660991580647152,-0.6837974970966229,-5.950760943995468e-4,0.13773825513214574,-0.9650074750173654,-0.8272692198852196,-0.00114024475042533,0.02852985611161558,-0.963801466273888,-0.9352716101622726,NA,NA,NA,NA,NA,NA,NA
AO.6,0.121610406555,4261.35951385,-0.00139862571485792,7.789236247999173,-0.8478083895221694,-0.00522940412523119,6.660991580647152,-0.6837974970966229,1.9396030780475623e-4,0.15016344576670915,-0.98489145599732,-0.8347280102306108,-0.00114024475042533,0.02852985611161558,-0.963801466273888,-0.9352716101622726,NA,NA,NA,NA,NA,NA,NA
AO.7,0.121610406555,4261.35951385,-0.0098796418940401,7.181747387006015,-0.4628143818917748,-0.00522940412523119,6.660991580647152,-0.6837974970966229,-0.00186573419944682,0.0965514007646785,-0.9396206510133216,-0.8430692502486431,-0.00114024475042533,0.02852985611161558,-0.963801466273888,-0.9352716101622726,NA,NA,NA,NA,NA,NA,NA
AO.8,0.121610406555,4261.35951385,7.105387044297068e-4,6.843270393106911,-0.9601812914313552,-0.00522940412523119,6.660991580647152,-0.6837974970966229,3.175917013729172e-4,0.04389165112936509,-0.9957126692121104,-0.9518210180827454,-0.00114024475042533,0.02852985611161558,-0.963801466273888,-0.9352716101622726,NA,NA,NA,NA,NA,NA,NA
