Gini initial,Gini mean final,SE,Scenario
0.6578696983927153,0.6535609025108331,0.00261692602652958,Only climate no outliers - Global - Prec
0.6578696983927153,0.7789012508337904,0.00601246876153575,Only climate no outliers - Global - Prec+Temp
0.47957156536091594,0.6299531750603603,0.01469025785088908,Only climate no outliers - Top20 - Prec
0.47957156536091594,0.7614896311660762,0.02419419723003268,Only climate no outliers - Top20 - Prec+Temp
0.6578696983927153,0.5708751360257913,0.0023491860303774714,SSP2 RCP60 - Global - Prec
0.6578696983927153,0.7412614117734266,0.009882203480728602,SSP2 RCP60 - Global - Prec+Temp
0.47957156536091594,0.6484885518774339,0.00978757128767447,SSP2 RCP60 - Top20 - Prec
0.47957156536091594,0.7160075552233108,0.014195473652142163,SSP2 RCP60 - Top20 - Prec+Temp
