country,min_year,level_last_b50,mean_level_last_b50,trend_last_b50,ratio
ZA.1,2052,0.0065117820892433,0.0045867519813601,0.00668894736842128,0.6857210452894715
ZA.2,2052,0.00309399525742989,0.0045867519813601,0.00668894736842128,0.6857210452894715
ZA.3,2052,0.00425369740617551,0.0045867519813601,0.00668894736842128,0.6857210452894715
ZA.4,2052,0.00754088971409507,0.0045867519813601,0.00668894736842128,0.6857210452894715
ZA.5,2052,0.0035508686220979,0.0045867519813601,0.00668894736842128,0.6857210452894715
ZA.6,2052,0.00401246567960317,0.0045867519813601,0.00668894736842128,0.6857210452894715
ZA.7,2052,0.00376915968440603,0.0045867519813601,0.00668894736842128,0.6857210452894715
ZA.8,2052,0.00452264194821935,0.0045867519813601,0.00668894736842128,0.6857210452894715
ZA.9,2052,0.00496247718666298,0.0045867519813601,0.00668894736842128,0.6857210452894715
ZA.10,2052,0.00698999670166943,0.0045867519813601,0.00668894736842128,0.6857210452894715
ZA.11,2052,0.00467959209184079,0.0045867519813601,0.00668894736842128,0.6857210452894715
ZA.12,2052,0.00448123865344672,0.0045867519813601,0.00668894736842128,0.6857210452894715
ZA.13,2052,0.00365116663908433,0.0045867519813601,0.00668894736842128,0.6857210452894715
ZA.14,2052,0.0040911456513991204,0.0045867519813601,0.00668894736842128,0.6857210452894715
ZA.15,2052,0.00278356720069206,0.0045867519813601,0.00668894736842128,0.6857210452894715
