Gini initial,Gini mean final,SE,Scenario
0.6578696983927153,0.6521089792110555,0.00230581743214756,Only climate no outliers - Global - Prec
0.6578696983927153,0.7404018347919763,0.01182716605453199,Only climate no outliers - Global - Prec+Temp
0.47957156536091594,0.624270444448881,0.01488060567291075,Only climate no outliers - Top20 - Prec
0.47957156536091594,0.692805660839416,0.02407271617473944,Only climate no outliers - Top20 - Prec+Temp
0.6578696983927153,0.5324286534792063,0.0022260659063649516,SSP1 RCP26 - Global - Prec
0.6578696983927153,0.6660414533151048,0.014957354971920068,SSP1 RCP26 - Global - Prec+Temp
0.47957156536091594,0.6187587196399236,0.008915652369226678,SSP1 RCP26 - Top20 - Prec
0.47957156536091594,0.6659743959438447,0.01045310011774419,SSP1 RCP26 - Top20 - Prec+Temp
